DEPTH,BS,CALI,CHR1,CHR2,CHRP,CHRS,DRHO,DT1R,DT2,DT2R,DT4P,DT4S,GR,HD1,HD2,HD3,NPOR,PEF,RHOB,SPR1,TENS,VPVS
2193.036,311.1,308.6285,0.9672,0.9511,0.8591,0.0,-4.5836,648.5713,603.0959,637.4547,311.0284,537.259,45.7427,316.1042,299.1055,297.0981,0.3596,2.6578,2107.9136,66.1551,5645.0,1.8726
2193.1884,311.1,308.9605,0.9672,0.9511,0.8591,0.0,-4.6862,648.5713,603.0959,637.4547,311.0284,537.259,48.7082,315.8991,300.9124,297.9238,0.3567,2.6592,2111.6606,62.2926,5643.0,1.8726
2193.3408,311.1,308.7472,0.9672,0.9511,0.8591,0.0,-3.7228,648.5713,603.0959,637.4547,311.0284,537.259,46.7065,316.7083,301.1115,297.15,0.3557,2.6128,2113.4634,75.0683,5659.0,1.8726
2193.4932,311.1,309.0811,0.9672,0.9511,0.8591,0.0,-5.9603,648.5713,603.0959,637.4547,311.0284,537.259,47.5368,317.2007,299.4096,295.5205,0.371,2.5569,2117.1326,85.4504,5661.0,1.8726
2193.6456,311.1,309.6547,0.9672,0.9511,0.8591,0.0,-7.5235,648.5713,603.0959,637.4547,311.0284,537.259,48.8417,315.5686,296.1537,292.6058,0.3582,2.55,2112.731,82.3022,5737.0,1.8726
2193.798,311.1,308.2369,0.9672,0.9511,0.8591,0.0,-9.5555,648.5713,603.0959,637.4547,311.0284,537.259,50.5098,316.4377,290.9233,292.5748,0.3664,2.4949,2109.2258,82.4033,5695.0,1.8726
2193.9504,311.1,308.866,0.9672,0.9511,0.8591,0.0,-7.7766,648.5713,603.0959,637.4547,311.0284,537.259,52.0518,317.2458,295.1765,293.3449,0.3782,2.4842,2112.7859,76.6709,5663.0,1.8726
2194.1028,311.1,308.8491,0.9672,0.9511,0.8591,0.0,-9.5829,648.5713,603.0959,637.4547,311.0284,537.259,51.6812,317.7001,291.8896,291.3025,0.3884,2.5667,2116.6189,74.7731,5669.0,1.8726
2194.2552,311.1,309.1406,0.9672,0.9511,0.8591,0.0,-10.2895,648.5713,603.0959,637.4547,311.0284,537.259,54.9062,313.402,295.0275,288.4146,0.3717,2.6699,2116.7563,67.647,5609.0,1.8726
2194.4076,311.1,308.8066,0.9672,0.9511,0.8591,0.0,-11.7809,648.5713,603.0959,637.4547,311.0284,537.259,59.4137,313.5875,294.015,292.2162,0.4112,2.7233,2109.3064,71.456,5650.0,1.8726
2194.56,311.1,309.1406,0.9672,0.9511,0.8591,0.0,-12.3425,648.5713,603.0959,637.4547,311.0284,537.259,61.3265,315.2121,296.019,292.4568,0.4117,2.6602,2103.1406,60.0654,5687.0,1.8726
2194.7124,311.1,308.7472,0.9672,0.9511,0.8591,0.0,-16.9469,648.5713,603.0959,637.4547,311.0284,537.259,64.3291,315.8875,296.2985,292.5231,0.4081,2.5848,2090.553,59.904,5606.0,1.8726
2194.8648,311.1,309.2596,0.9672,0.9511,0.8591,0.0,-17.848,648.5713,603.0959,637.4547,311.0284,537.259,65.8712,315.8456,291.9518,288.7903,0.3697,2.5983,2095.6045,58.9202,5631.0,1.8726
2195.0172,311.1,308.8066,0.9672,0.9511,0.8591,0.0,-8.8338,648.5713,603.0959,637.4547,311.0284,537.259,69.4075,317.0137,291.0901,288.6574,0.3692,2.6215,2134.9329,77.6585,5590.0,1.8726
2195.1696,311.1,308.9847,0.9672,0.9511,0.8854,0.0,-1.0499,648.5713,603.0959,637.4547,311.1205,533.6445,69.1332,317.9162,287.0276,284.8527,0.3994,3.2492,2225.2107,67.9166,5568.0,1.8726
2195.322,311.1,309.438,0.9672,0.9511,0.8535,0.0,3.309,648.5713,603.0959,637.4547,309.6592,526.7229,71.5056,320.5161,294.6677,286.113,0.4759,3.622,2283.397,80.4705,5588.0,1.8726
2195.4744,311.1,309.0441,0.9672,0.9511,0.8422,0.0,0.1122,648.5713,603.0959,637.4547,314.1266,529.8033,72.4768,318.4906,293.9654,287.4676,0.4503,3.4436,2255.4636,39.1536,5536.0,1.8726
2195.6268,311.1,308.6878,0.9672,0.9511,0.8829,0.0,-7.1302,648.5713,603.0959,637.4547,319.7447,559.9559,71.9727,314.26,294.6677,285.3514,0.3844,3.0333,2167.8442,68.8955,5689.0,1.8726
2195.7792,311.1,309.4413,0.9672,0.9511,0.8733,0.0,-14.3582,648.5713,603.0959,637.4547,322.0702,566.6294,72.3286,310.4094,292.0349,283.8167,0.3711,2.8085,2109.6167,78.9296,5831.0,1.8726
2195.9316,311.1,309.341,0.9709,0.9561,0.8942,0.0,-8.6387,655.4683,605.1699,639.6469,323.9139,571.1993,69.2444,316.9206,298.543,292.5987,0.3608,2.9012,2111.9106,58.8569,5755.0,1.8683
2196.084,311.1,309.9735,0.9774,0.9676,0.8841,0.0,4.1086,664.6904,620.1813,654.8214,329.6884,570.362,74.916,317.7827,294.9573,290.4836,0.3726,3.2516,2170.2512,77.3036,5817.0,1.8811
2196.2364,311.1,310.5285,0.9824,0.9888,0.8881,0.0,38.8855,696.1696,636.3148,671.856,315.2444,569.5247,77.5256,319.1329,292.1754,288.3867,0.417,4.1852,2278.5881,68.7967,5755.0,2.0185
2196.3888,311.1,311.3004,0.9755,0.9844,0.8618,0.0,70.419,694.9435,635.5233,671.0203,318.6338,568.6874,84.1684,323.3036,299.8568,287.1828,0.4625,5.2959,2409.9612,67.1946,5599.0,1.9945
2196.5412,311.1,316.9939,0.9656,0.978,0.8768,0.0,73.9167,681.4307,630.3111,666.7842,320.4594,569.6459,84.1017,323.6045,298.62,288.8203,0.4484,5.4904,2484.8987,68.7229,5550.0,1.9669
2196.6936,311.1,316.8817,0.9624,0.9738,0.905,0.0,85.218,676.1185,627.9728,664.3106,320.1367,567.2104,83.9756,324.4113,303.2645,287.4484,0.4299,5.3023,2532.6987,75.1816,5487.0,1.9616
2196.846,311.1,318.1497,0.9739,0.9743,0.9384,0.0,74.4263,686.5208,646.46,682.9283,325.3805,583.444,88.4832,324.078,298.5538,295.8416,0.4637,5.7915,2534.2397,42.8769,5623.0,1.9868
2196.9984,311.1,318.0098,0.975,0.9754,0.9463,0.0,35.3008,688.017,641.0799,677.2448,328.8804,589.1147,88.5499,325.8689,301.351,290.895,0.431,5.8534,2470.7979,74.1528,5782.0,1.9493
2197.1508,311.1,317.7623,0.9745,0.9725,0.9475,0.0,36.852,687.595,641.4259,677.6103,334.1127,-3278.3792,87.1339,322.4942,302.343,293.4945,0.3825,5.6262,2440.7615,74.2054,5812.0,1.9198
2197.3032,311.1,314.8145,0.9792,0.9782,0.9351,0.0,63.5179,697.6702,651.0786,687.8075,340.2834,-3278.3792,83.9312,323.2417,299.7411,289.014,0.3982,5.4254,2430.2849,82.3983,5896.0,1.9133
2197.4556,311.1,315.804,0.9751,0.9757,0.9185,0.0,66.6624,694.6417,637.1409,673.0836,338.4878,-3278.3792,85.1693,325.4456,304.2595,290.7861,0.4244,5.3825,2411.2944,67.6306,5787.0,1.8823
2197.608,311.1,317.5293,0.9759,0.9737,0.9038,0.0,76.8799,695.7231,637.6672,673.6395,337.2104,-3278.3792,87.7789,328.1152,303.1584,308.4859,0.4047,5.2945,2440.8242,83.9333,5656.0,1.891
2197.7604,311.1,322.938,0.977,0.9756,0.9008,0.0,95.5845,705.8277,657.5298,695.7252,338.9073,-3278.3792,87.5046,329.728,305.5384,290.1653,0.4508,4.8338,2479.3264,78.884,5611.0,1.9401
2197.9128,311.1,324.1849,0.9727,0.975,0.9151,0.0,90.6942,701.2991,663.0336,701.5486,343.9566,-3278.3792,84.0646,332.6131,309.9187,304.3822,0.4619,5.0487,2497.282,67.0708,5626.0,1.9277
2198.0652,311.1,326.037,0.97,0.9752,0.9424,0.0,74.1836,704.1715,655.1022,693.1566,342.145,-3278.3792,82.5374,331.6302,307.4493,290.085,0.4636,5.2023,2463.6304,70.1288,5600.0,1.9147
2198.2176,311.1,325.8805,0.9717,0.9782,0.9455,0.0,62.0245,703.377,658.3836,696.6285,337.4523,-3278.3792,81.151,335.1843,315.4905,296.9174,0.5173,5.8475,2450.8193,64.0441,5679.0,1.951
2198.37,311.1,326.2751,0.9728,0.9803,0.941,0.0,56.2671,686.9391,652.9816,690.9127,335.0994,-3278.3792,79.8462,332.7881,312.8397,292.6698,0.454,5.8385,2444.5605,62.6682,5623.0,1.9486
2198.5224,311.1,323.4256,0.9743,0.9733,0.9369,0.0,42.1229,686.2542,649.3671,687.0883,332.1486,-3278.3792,80.847,330.4573,312.766,293.8424,0.4638,5.5408,2429.6765,66.8428,5639.0,1.955
2198.6748,311.1,320.7994,0.9737,0.9715,0.9252,0.0,43.7318,689.9122,646.025,683.5521,330.7162,-3278.3792,79.5422,326.782,302.4149,294.8427,0.4612,5.1309,2432.5029,66.3106,5664.0,1.9534
2198.8272,311.1,322.0473,0.9783,0.9778,0.9126,0.0,45.7745,703.0865,638.1331,675.2016,332.1812,-3278.3792,85.1173,327.8934,304.6561,292.1487,0.4742,4.405,2433.5801,62.2881,5533.0,1.921
2198.9796,311.1,323.3064,0.98,0.9808,0.8896,0.0,44.5293,700.8943,640.4149,677.616,330.5407,-3278.3792,83.0341,330.1288,302.1048,301.1523,0.4906,4.6994,2453.7537,51.2477,5580.0,1.9375
2199.132,311.1,321.8067,0.9801,0.979,0.9142,0.0,45.4583,689.2166,639.4394,676.5838,328.2065,-3278.3792,81.7218,332.7181,310.9666,289.1534,0.5073,5.0787,2450.4412,52.2252,5559.0,1.9483
2199.2844,311.1,321.0973,0.9812,0.9787,0.9046,0.0,52.0625,675.7883,640.7862,678.0089,327.8652,-3278.3792,79.7053,332.5718,310.3713,293.3125,0.49,5.8748,2473.7844,65.3075,5557.0,1.9544
2199.4368,311.1,317.8815,0.9672,0.9753,0.9422,0.0,58.7381,667.2846,641.4828,677.6704,327.7597,-3278.3792,80.2984,323.0519,304.1958,288.2086,0.4485,5.2404,2487.7827,67.8687,5639.0,1.9572
2199.5892,311.1,316.7107,0.9632,0.9769,0.8975,0.0,46.8368,660.3326,634.9758,671.7189,324.5706,-3278.3792,82.4113,322.2079,304.7328,291.1916,0.4384,4.7201,2489.9141,55.6553,5615.0,1.9564
2199.7416,311.1,317.5348,0.9632,0.9752,0.9251,0.0,33.6001,652.8369,627.9015,664.2352,323.5919,-3278.3792,82.7672,328.0374,309.694,294.9684,0.4023,4.4587,2470.3425,54.69,5630.0,1.9404
2199.894,311.1,317.9827,0.971,0.9819,0.9219,0.0,23.2306,652.441,616.0835,651.7334,316.7757,-3278.3792,80.6987,325.1271,302.5396,302.7219,0.4377,4.4604,2454.2131,60.9239,5695.0,1.9449
2200.0464,311.1,318.4812,0.9713,0.983,0.9371,0.0,18.929,651.9131,616.4908,652.1642,322.6888,-3278.3792,79.0677,322.4706,303.6154,291.3028,0.374,4.179,2449.4297,63.0716,5567.0,1.9105
2200.1988,311.1,318.8382,0.9687,0.9789,0.9592,0.0,9.9367,659.9791,613.3384,648.8293,320.2073,-3278.3792,76.5767,324.8765,302.2444,295.7109,0.3912,3.9752,2439.6768,65.4913,5559.0,1.9154
2200.3512,311.1,318.4254,0.9794,0.9781,0.9621,0.0,8.5199,657.7176,614.632,650.1978,316.4523,-3278.3792,77.2439,325.0011,300.7925,295.1768,0.4532,3.9432,2431.1108,62.4552,5648.0,1.9423
2200.5036,311.1,318.5442,0.9825,0.9793,0.9346,0.0,10.423,656.9715,617.4921,653.2235,317.7593,-3278.3792,79.7349,326.2924,302.4155,296.5416,0.4611,4.2888,2430.3286,62.6493,5673.0,1.9433
2200.656,311.1,319.3141,0.9733,0.9728,0.9028,0.0,8.0082,659.4654,626.1835,662.4178,317.0518,-3278.3792,83.1527,326.7527,309.5814,295.7106,0.421,4.1549,2428.4644,60.9951,5847.0,1.975
2200.8084,311.1,318.4848,0.9842,0.9853,0.8955,0.0,11.6238,659.7314,621.2618,657.2112,316.5002,-3278.3792,87.4008,326.7984,303.8418,293.5441,0.4258,4.1639,2439.6172,58.0132,5979.0,1.9629
2200.9608,311.1,318.0692,0.9801,0.9829,0.88,0.0,19.6701,643.458,608.8278,644.0577,317.3502,-3278.3792,89.4322,326.524,304.262,294.7805,0.415,4.3206,2448.8257,55.3973,5974.0,1.9185
2201.1132,311.1,317.4698,0.97,0.9847,0.9142,0.0,22.1421,641.9558,601.3368,637.0093,318.0668,-3278.3792,91.471,325.7951,302.4346,295.3456,0.4222,5.2412,2447.1228,47.7121,5875.0,1.8906
2201.2656,311.1,316.6296,0.9829,0.9852,0.9045,0.0,28.478,642.4645,598.4237,633.9235,318.782,-3278.3792,86.6075,329.5193,304.7577,294.5317,0.4428,5.7736,2436.5471,42.2137,5598.0,1.8772
2201.418,311.1,314.5405,0.9838,0.9692,0.9353,0.0,43.0874,642.4178,585.8401,620.5934,317.7248,-3278.3792,84.2722,328.5523,302.5669,293.6583,0.421,5.6351,2442.8486,46.6978,5606.0,1.8439
2201.5704,311.1,314.9223,0.983,0.9704,0.9537,0.0,49.1111,639.1127,582.0328,616.5602,315.5901,-3278.3792,76.9177,323.8593,301.2714,295.7468,0.4165,5.539,2447.8789,57.7195,5584.0,1.8443
2201.7228,311.1,315.1598,0.9819,0.974,0.9497,0.0,48.2846,636.3322,591.3637,626.4446,312.4076,-3278.3792,77.9853,325.597,303.5793,292.9625,0.4039,5.34,2457.3489,54.47,5564.0,1.8929
2201.8752,311.1,317.5293,0.9659,0.9718,0.9138,0.2812,53.8372,640.686,598.395,633.8931,308.3576,583.5918,80.2094,326.8629,302.444,297.0427,0.396,5.6723,2474.2983,53.6912,5615.0,1.9406
2202.0276,311.1,318.3661,0.9631,0.9482,0.738,0.4253,52.785,628.3552,593.7916,629.0165,314.6372,589.7246,82.7005,327.9186,302.3632,296.5826,0.4061,5.2616,2462.7139,40.8917,5615.0,1.8872
2202.18,311.1,314.7926,0.964,0.9354,0.8334,0.0,35.438,614.6406,584.21,618.8666,313.9466,589.8993,84.9543,326.6302,302.3745,295.9201,0.4121,5.5675,2448.7996,32.5678,5589.0,1.8609
2202.3324,311.1,311.7451,0.9421,0.9245,0.8084,0.3055,15.5592,612.5943,581.432,614.5566,308.2339,590.0739,82.9525,323.3509,301.0594,295.9338,0.3782,4.8674,2430.4658,26.947,5576.0,1.8863
2202.4848,311.1,310.8659,0.9525,0.9219,0.7845,0.0,11.7479,605.8616,574.3028,607.0212,306.5515,587.7441,84.9691,323.8638,299.3527,293.3407,0.3763,4.9008,2427.2236,26.0246,5601.0,1.8734
2202.6372,311.1,310.5285,0.9651,0.925,0.8098,0.4404,4.2542,600.8778,566.4149,599.3174,302.947,585.4144,80.2613,321.2128,293.0306,294.9892,0.3598,4.1829,2391.8552,26.0323,5561.0,1.8697
2202.7896,311.1,309.9348,0.979,0.949,0.7595,0.5243,-1.9535,597.332,536.0747,567.8757,308.1896,588.1454,73.107,320.7994,297.9357,295.7182,0.3636,4.1375,2363.8525,34.7878,5617.0,1.7394
2202.942,311.1,310.271,0.9727,0.9457,0.7885,0.0,1.5603,606.3572,583.7606,617.0178,316.9505,586.0596,69.4298,317.1629,295.287,295.2021,0.4091,3.7301,2347.373,31.822,5575.0,1.8418
2203.0944,311.1,309.6378,0.9727,0.9457,0.8444,0.0,-0.7936,606.3572,583.7606,617.0178,322.2097,583.9736,64.2031,316.1636,296.6859,294.7804,0.407,3.4943,2294.6829,31.822,5675.0,1.8117
2203.2468,311.1,309.2222,0.9743,0.9551,0.8546,0.0,-5.2596,639.3542,602.2021,636.5099,326.4354,581.8877,61.9493,314.9226,296.9233,293.6604,0.4162,3.2861,2222.7844,24.665,5596.0,1.8448
2203.3992,311.1,310.033,0.9739,0.9795,0.9189,0.5636,-6.956,641.1235,608.8289,642.8348,325.5005,579.8018,53.757,315.2334,292.3666,293.7234,0.3562,3.0564,2184.2751,27.7186,5569.0,1.8704
2203.5516,311.1,309.7402,0.9872,0.9841,0.8889,0.6528,-11.9337,641.7846,609.8413,643.9039,323.2356,580.7169,49.1012,316.1969,296.1199,292.438,0.3185,3.1238,2202.9233,17.2544,5651.0,1.8867
2203.704,311.1,309.6378,0.9835,0.9797,0.9017,0.6005,-12.2429,637.1924,608.9998,643.0153,319.807,579.8884,48.0558,316.218,297.1301,292.3338,0.3399,3.1623,2241.4114,25.6982,5640.0,1.9043
2203.8564,311.1,310.4297,0.9827,0.9745,0.9397,0.6431,-8.862,643.1119,608.5718,642.5634,319.3708,582.2332,49.2494,317.5852,296.3322,293.281,0.3496,3.3266,2281.8989,17.635,5690.0,1.9055
2204.0088,311.1,309.1851,0.9852,0.9686,0.9138,0.6808,-13.4048,636.7136,603.3871,637.7625,316.1327,584.1987,51.9777,317.6768,297.3413,293.2744,0.3797,3.3608,2261.0979,23.4951,5843.0,1.9087
2204.1612,311.1,309.7402,0.985,0.963,0.9281,0.6396,-18.1387,632.4247,604.0534,638.4668,316.9203,587.374,49.5312,316.9902,300.785,292.9472,0.3517,3.4241,2223.9497,26.619,5807.0,1.906
2204.3136,311.1,309.9735,0.9841,0.9524,0.9128,0.0,-14.135,615.8458,608.7604,642.7626,322.8095,584.7557,49.2939,316.9902,299.787,293.4789,0.3671,3.3285,2177.7803,40.0119,5799.0,1.8858
2204.466,311.1,309.2816,0.9739,0.9283,0.9088,0.0,-14.4427,635.6579,597.6371,631.6849,323.2287,580.2711,47.8705,315.6777,298.8177,292.5988,0.3676,3.2192,2146.9153,12.6421,5799.0,1.849
2204.6184,311.1,309.676,0.9636,0.8448,0.8031,0.0,-12.4479,651.5338,614.0406,648.3377,320.4362,575.4982,47.2032,315.0668,298.512,293.5151,0.3839,3.0284,2140.1072,69.1457,5714.0,1.9163
2204.7708,311.1,309.1629,0.9507,0.8346,0.8782,0.6152,-11.9519,647.3723,603.6849,638.0773,318.5968,563.8022,46.2543,315.0771,297.2162,294.8537,0.3661,3.0782,2176.874,40.8186,5668.0,1.8948
2204.9232,311.1,309.1629,0.9422,0.8286,0.6496,0.0,-9.8016,639.7728,587.5673,621.0414,323.9156,561.9553,47.915,316.0432,293.4928,294.7212,0.2865,3.3141,2277.6321,78.9136,5602.0,1.814
2205.0756,311.1,311.1711,0.8919,0.812,0.5958,0.3512,-6.7047,581.7038,536.0607,567.8609,319.8974,546.1047,47.2106,314.558,301.005,295.8506,0.1624,3.8536,2433.4524,78.4032,5586.0,1.6757
2205.228,311.1,313.2004,0.885,0.0,0.5132,0.3919,2.8542,546.6135,531.5412,563.0732,245.5645,421.0728,45.5351,317.6809,303.6829,295.2428,0.1357,4.2975,2591.3518,75.6947,5615.0,2.1646
2205.3804,311.1,312.5472,0.8954,0.0,0.6381,0.0,-2.7422,462.6407,527.0215,558.2855,249.0008,462.916,41.7393,320.8461,303.8006,295.7784,0.137,4.8405,2630.2188,74.5099,5645.0,2.1165
2205.5328,311.1,311.5798,0.9389,0.9129,0.5901,0.0,-6.9866,430.1268,517.9825,548.7103,241.4315,458.0464,39.8413,318.7773,303.4828,296.7728,0.1764,4.6257,2568.2468,68.1039,5627.0,2.1455
2205.6852,311.1,310.3504,0.9658,0.0,0.6209,0.0,-11.96,436.9079,510.2733,540.9449,249.4816,459.1203,41.161,318.2696,301.1138,295.7717,0.217,4.2242,2461.0959,62.4493,5606.0,2.0453
2205.8376,311.1,309.6288,0.9465,0.0,0.6596,0.3006,-15.1757,452.4427,502.9483,533.1796,222.9716,413.6409,45.5351,315.3473,299.7664,293.8139,0.3381,3.5055,2345.9258,58.5671,5521.0,2.2557
2205.99,311.1,309.774,0.9565,0.9625,0.8599,0.4015,-14.1842,524.2494,488.2981,517.6487,242.6886,418.7313,49.331,315.1476,297.27,293.3894,0.4117,3.2682,2292.8428,24.8809,5580.0,2.012
2206.1424,311.1,309.0073,0.9541,0.9717,0.9213,0.0,-9.1159,557.9608,520.5649,551.4459,245.6285,422.2664,51.7034,314.9423,296.1458,292.558,0.3486,3.1076,2267.8989,38.0663,5590.0,2.1193
2206.2948,311.1,310.2115,0.9716,0.9748,0.9012,0.3745,-10.1522,595.0656,544.6468,576.2848,249.1831,426.865,50.3689,315.0877,296.4195,293.4652,0.3379,3.0797,2261.3931,26.6921,5540.0,2.1857
2206.4472,311.1,310.13,0.9812,0.9822,0.8722,0.4361,-10.1835,615.7024,577.972,610.8995,248.3015,430.1996,52.6227,313.6662,296.0286,293.4926,0.306,2.9049,2256.0925,17.7509,5646.0,2.3277
2206.5996,311.1,309.8754,0.9791,0.9739,0.8922,0.3362,-9.949,608.9211,579.5125,612.5277,247.8086,415.0054,54.1648,316.3957,300.3083,294.0733,0.3335,3.0081,2277.238,18.767,5676.0,2.3385
2206.752,311.1,310.39,0.9785,0.956,0.8837,0.0,-8.4891,588.9591,563.9873,596.7488,248.1385,378.7621,57.7234,316.5074,300.962,294.2552,0.3379,3.1509,2301.4304,14.418,5682.0,2.2729
2206.9044,311.1,309.9941,0.9523,0.9183,0.8328,0.0,-5.7936,577.9756,543.0276,574.5716,245.1286,306.0111,57.7234,315.7233,299.7142,294.1698,0.297,3.3705,2321.8743,20.5691,5701.0,2.2153
2207.0568,311.1,309.9941,0.9459,0.9221,0.0,0.8376,-0.7985,561.2123,544.0049,575.6057,201.051,303.2346,58.6724,315.1142,296.0405,293.0526,0.3248,3.2795,2335.1238,26.0961,5638.0,2.7058
2207.2092,311.1,310.5016,0.9504,0.9376,0.0,0.8645,7.313,563.5579,534.8184,566.5449,198.9026,305.0277,63.4617,316.7054,303.3048,293.2868,0.3249,3.508,2367.3074,23.7189,5744.0,2.6888
2207.3616,311.1,309.8754,0.9559,0.9472,0.0,0.8462,6.8682,562.3972,536.4097,568.2305,199.3194,305.5202,63.9065,315.0505,302.8911,293.89,0.3779,3.0929,2319.5908,22.8715,5714.0,2.6912
2207.514,311.1,309.7355,0.9565,0.9541,0.0,0.7686,-0.2667,561.7455,534.7197,566.4404,200.5259,306.9578,60.7037,315.124,304.605,293.2364,0.3784,3.0004,2223.8794,23.0137,5733.0,2.6666
2207.6664,311.1,309.4004,0.9544,0.9687,0.7093,0.0,-7.3585,557.5104,530.3829,561.8463,251.3302,310.0873,52.8006,315.3638,298.1288,295.9748,0.4094,2.8335,2219.8337,37.5178,5745.0,2.1103
2207.8188,311.1,311.0629,0.9265,0.9211,0.4921,0.0,-4.8844,441.2012,461.542,487.2184,269.7797,315.6613,50.2206,314.6636,301.2554,296.5416,0.3341,3.4901,2332.1345,65.6421,5800.0,1.7108
2207.9712,311.1,314.8629,0.9291,0.9178,0.5594,0.5135,6.991,394.0414,415.9049,435.5937,220.9696,321.6794,45.2386,317.5593,299.7282,295.9621,0.1496,4.334,2555.8828,71.5312,5781.0,1.8822
2208.1236,311.1,315.0305,0.9542,0.9147,0.6418,0.6291,8.6014,372.1223,393.7868,412.4285,194.1343,320.2079,45.1941,320.3084,297.6996,294.0119,0.0865,4.5828,2651.0747,83.8916,5863.0,2.0284
2208.276,311.1,311.8008,0.9542,0.9279,0.7325,0.5735,-0.3085,353.5679,382.9924,398.4938,198.1369,322.0528,45.5499,320.9113,293.4339,294.7169,0.0782,4.7352,2651.0974,81.5645,5714.0,1.933
2208.4284,311.1,309.2816,0.9497,0.9334,0.79,0.6517,-0.0927,326.9558,363.5346,378.2484,187.6335,332.3923,48.041,319.893,304.4871,298.4261,0.0759,4.5448,2650.7334,86.5047,5658.0,1.9375
2208.5808,311.1,310.072,0.9412,0.9026,0.7289,0.6966,2.8424,317.1696,355.8747,368.4766,174.0799,296.2634,45.0829,316.1808,303.4905,300.6125,0.0747,4.6278,2669.1445,87.4335,5727.0,2.0443
2208.7332,311.1,308.8295,0.9305,0.8107,0.846,0.7533,-2.5117,349.1507,375.5961,390.7982,171.1833,309.1277,44.1339,315.5176,302.5686,300.4398,0.0774,4.7704,2668.1086,79.2007,5720.0,2.1941
2208.8856,311.1,311.1816,0.9167,0.7933,0.4114,0.0,-0.01,361.1653,368.9987,383.9338,166.3475,294.7306,43.6446,317.1097,302.5686,300.5719,0.0794,5.2987,2670.0449,78.8868,5712.0,2.2182
2209.038,311.1,313.8277,0.8902,0.0,0.5319,0.4503,0.969,356.2007,377.4545,392.7318,174.3476,294.8604,42.3323,320.6304,303.5063,299.4873,0.0841,5.1012,2650.2227,71.5578,5635.0,2.165
2209.1904,311.1,312.6219,0.9213,0.8875,0.4763,0.2687,-0.1385,394.3764,379.3129,394.6654,190.5165,319.8092,43.1627,307.6823,301.3248,297.7013,0.1087,4.9775,2581.6785,74.1204,5617.0,1.991
2209.3428,311.1,312.1907,0.9269,0.8928,0.5105,0.0,-2.9756,409.8727,395.5671,413.5569,282.6835,473.1652,44.7196,309.2955,299.902,297.5463,0.2028,4.3225,2476.2292,63.9612,5644.0,-498.6295
2209.4952,311.1,311.4608,0.9323,0.8906,0.5087,0.0,-2.3266,429.9712,419.8512,438.9453,294.5464,498.9539,49.9389,314.9699,300.2473,299.4829,0.3516,3.7933,2348.7612,72.1615,5596.0,1.4254
2209.6476,311.1,309.4004,0.9303,0.9199,0.6151,0.0,-5.9292,492.1526,481.562,508.3521,305.7788,527.315,51.2808,313.1685,299.45,299.095,0.4144,3.3923,2242.0405,44.8924,5632.0,1.5749
2209.8,311.1,309.557,0.9365,0.9235,0.6772,0.0,-5.8989,523.4947,505.5819,535.9715,295.0722,526.8116,51.3994,314.6698,299.8533,299.0868,0.4349,3.2017,2173.8521,37.1298,5657.0,1.7134
2209.9524,311.1,309.6378,0.9581,0.9373,0.8241,0.3862,-6.9695,555.4198,534.3818,566.0825,305.1788,553.9557,54.7208,317.3608,299.9537,298.2868,0.4184,3.1263,2161.6824,36.5772,5623.0,1.751
2210.1048,311.1,310.3504,0.9761,0.9614,0.9068,0.5537,-3.7304,602.0323,562.856,595.5518,306.555,554.9481,64.7665,319.1418,287.8659,296.8524,0.3441,3.1835,2248.6169,38.9863,5650.0,1.8361
2210.2572,311.1,312.5912,0.9777,0.9604,0.9075,0.5089,5.1247,590.6368,562.6777,595.3632,303.2444,558.6609,75.3237,318.9454,297.5494,293.964,0.3206,3.2444,2372.1262,62.3431,5662.0,1.8555
2210.4096,311.1,313.47,0.9803,0.9596,0.9168,0.497,13.9037,583.6786,553.1133,585.2432,300.635,552.7019,81.492,319.7542,298.5505,293.4624,0.3313,3.6792,2479.5415,61.4312,5646.0,1.8398
2210.562,311.1,310.6072,0.9718,0.9699,0.904,0.521,8.6356,567.1475,547.8947,579.7214,298.8434,541.7552,80.7877,318.789,294.5561,293.4972,0.3977,3.8592,2424.0225,52.3502,5758.0,1.8334
2210.7144,311.1,310.5756,0.98,0.9618,0.9208,0.5779,5.3655,564.725,545.9845,577.7003,294.6629,552.6228,76.5173,316.1628,297.7401,294.9224,0.3712,3.5838,2340.5754,50.6685,5816.0,1.8529
2210.8668,311.1,310.4097,0.9785,0.9621,0.9384,0.6575,3.4194,565.5255,545.8958,577.6063,294.8853,551.4061,70.9051,317.0636,301.2554,296.0661,0.3866,3.4057,2292.0137,37.1937,5704.0,1.8512
2211.0192,311.1,311.0444,0.9764,0.9708,0.9586,0.6306,4.414,566.2971,556.9089,589.2593,296.9925,547.4216,70.8977,317.6936,301.407,294.7805,0.3497,3.1183,2333.5693,61.0734,5817.0,1.8752
2211.1716,311.1,312.6066,0.9791,0.9645,0.9071,0.5328,7.5174,572.8317,569.1612,602.2233,287.8983,543.0424,71.943,321.6471,303.6695,294.7676,0.3283,3.4407,2410.1543,66.8584,5881.0,1.977
2211.324,311.1,312.4879,0.9824,0.9675,0.9485,0.5411,7.2274,580.8751,565.5994,598.4546,301.6435,539.243,75.2792,321.0462,303.7747,295.9532,0.3271,3.4742,2449.2439,69.3636,5891.0,1.8751
