DEPT,SP,NEUT,GR,CALI,̂,LLD
3135.4,40.86390914,2.86407042,19.40974819,0.2088037,481.47172906,
3135.6,41.15670639,2.67885994,22.02361903,0.20983509,483.63814392,
3135.8,41.46723771,2.56664062,23.92530074,0.21315215,485.32558997,
3136.0,41.84912391,2.59402234,24.23672915,0.21665647,487.79865929,
3136.2,42.31785556,2.73990119,23.49680455,0.21832934,492.94605058,
3136.4,42.84151949,2.9121745,22.61645794,0.21793585,499.28159306,
3136.6,43.40459968,3.0218354,21.84838547,0.21659076,501.32560898,
3136.8,44.04432308,3.04576283,21.17759916,0.2146894,494.8120151,
3137.0,44.78626456,3.02260388,20.94059969,0.21103485,482.22831046,
3137.2,45.54880204,3.00108275,21.38262414,0.20462356,470.91096879,
3137.4,46.1585435,2.99963271,22.1046826,0.19714939,464.37227962,
3137.6,46.49311433,3.00860488,22.56509435,0.19285432,457.55244931,
3137.8,46.5942254,3.01205469,22.75498004,0.19537294,443.39070315,
3138.0,46.62551391,2.99826391,22.92025202,0.20480414,424.08110335,
3138.2,46.72350801,2.95806868,23.11074791,0.21800993,412.71536782,
3138.4,46.90404354,2.88591608,23.48775911,0.23151021,421.19512235,
3138.6,47.10187792,2.78829753,24.50383356,0.24354574,447.29231215,
3138.8,47.27155125,2.68636806,26.12931033,0.25350486,475.49923814,
3139.0,47.43880133,2.60700359,27.33318396,0.26032513,490.89348131,
3139.2,47.66695304,2.57242676,27.06328085,0.26225405,491.09140205,
3139.4,47.99197405,2.59573669,25.56352778,0.25840156,484.92603435,
3139.6,48.37027497,2.67704176,23.99276922,0.25000607,481.73254242,
3139.8,48.68794039,2.79899182,22.83701919,0.24001018,483.61220484,
3140.0,48.83575696,2.92758435,21.20637599,0.23147795,486.70539338,
3140.2,48.79477906,3.02436083,20.15682737,0.22581006,486.94613498,
3140.4,48.63581887,3.06636432,19.72206896,0.22153987,483.30341969,
3140.6,48.4327155,3.05679897,19.92912712,0.21499617,476.99730117,
3140.8,48.18029799,3.01735918,20.48584778,0.20370542,469.86183181,
3141.0,47.81847369,2.97022211,20.92252192,0.19052849,463.79927705,
3141.2,47.30916862,2.92631464,20.91440072,0.18370445,460.48911132,
3141.4,46.66852374,2.88972798,20.47811584,0.19063906,460.42888029,
3141.6,45.93572539,2.87008557,19.89532523,0.2103399,462.25919427,
3141.8,45.14140268,2.88403705,19.49800326,0.23244797,463.52225038,
3142.0,44.30476579,2.93919565,19.49258093,0.24500597,462.45383304,
3142.2,43.43270456,3.01318691,19.88018985,0.24379297,459.28361278,
3142.4,42.50312497,3.05767101,20.45700706,0.23421428,455.81388712,
3142.6,41.47511695,3.03329784,20.92929322,0.22473477,453.81821814,
3142.8,40.3388565,2.94573655,21.10759936,0.21927115,453.7650907,
3143.0,39.1601265,2.84560403,21.02549173,0.21587133,454.75475092,
3143.2,38.06057986,2.79015067,20.86958094,0.21117105,455.26995526,
3143.4,37.1485328,2.80154837,20.79049911,0.20465066,454.03885855,
3143.6,36.46131829,2.85724355,20.7964621,0.19853195,450.50764952,
3143.8,35.95269702,2.91304825,20.80707959,0.19489224,444.89455655,
3144.0,35.51749074,2.93229649,20.76042395,0.19372608,437.86768634,
3144.2,35.03902172,2.90466168,20.65552808,0.1935969,429.88882537,
3144.4,34.45279165,2.84983416,20.52499491,0.19352695,420.89571553,
3144.6,33.79370463,2.80736917,20.40312481,0.19389579,410.87170301,
3144.8,33.17366744,2.8084527,20.31421663,0.19578908,400.73024839,
3145.0,32.69035625,2.8464663,20.25845887,0.19976492,392.42610503,
3145.2,32.36004852,2.87839634,20.21729329,0.20566631,387.8281267,
3145.4,32.13825367,2.86437237,20.19510724,0.21332112,387.40245957,
3145.6,31.97202821,2.80725685,20.24287621,0.22249596,390.14844083,
3145.8,31.81478647,2.74908642,20.4024621,0.23170999,394.68496949,
3146.0,31.61130353,2.73012628,20.61281578,0.23778864,400.11596503,
3146.2,31.32793833,2.75945241,20.70235855,0.23814843,405.70190109,
3146.4,31.00281282,2.82564712,20.52231383,0.23408763,410.09218869,
3146.6,30.73094319,2.92083787,20.05334329,0.23061584,411.46776647,
3146.8,30.56254947,3.04072039,19.3397256,0.23157152,408.84128908,
3147.0,30.43573388,3.16530311,18.36612154,0.23485014,403.31379237,
3147.2,30.23611011,3.25686193,17.12629252,0.2338531,397.90249356,
3147.4,29.93062528,3.28878352,15.86568929,0.22462106,395.76863596,
3147.6,29.62085425,3.27240266,15.14585672,0.21114093,398.15167534,
3147.8,29.4585703,3.24566972,15.46915882,0.20266005,403.65406644,
3148.0,29.5057974,3.23292652,16.77553584,0.20543514,409.45963264,
3148.2,29.67775718,3.22003432,18.37818773,0.21732995,413.5165611,
3148.4,29.81646103,3.17334626,19.49564264,0.23025576,415.86376711,
3148.6,29.82692541,3.08184501,19.87047618,0.23729207,417.97163756,
3148.8,29.75912209,2.97740973,19.83674139,0.23742394,420.90020427,
3149.0,29.75632298,2.91334871,19.80685257,0.23449426,423.96555496,
3149.2,29.91617064,2.92185773,19.79208255,0.23280641,425.21934895,
3149.4,30.19375158,2.990424,19.48985914,0.23383917,423.22426086,
3149.6,30.45111171,3.07436887,18.79071916,0.23613956,418.3312998,
3149.8,30.59092469,3.13093053,18.07102408,0.23745595,412.50237079,
3150.0,30.6304157,3.14213009,17.91075236,0.23677877,407.9598405,
3150.2,30.64420934,3.11234629,18.53530771,0.23489657,405.86651138,
3150.4,30.67780301,3.05383344,19.58798102,0.23340213,405.92786057,
3150.6,30.7491076,2.98095778,20.46471312,0.23330115,406.80456947,
3150.8,30.90869761,2.90985832,20.81793158,0.23460154,406.90746927,
3151.0,31.24359664,2.85469244,20.75801213,0.23699693,405.2448042,
3151.2,31.79146161,2.82258337,20.60119599,0.24058266,402.06902124,
3151.4,32.46913414,2.81728885,20.51761207,0.24552163,399.09639728,
3151.6,33.12187599,2.84534604,20.4447458,0.25121351,398.89156072,
3151.8,33.65383667,2.90967508,20.25182187,0.25607494,403.35631454,
3152.0,34.09795993,2.99291678,19.92806826,0.25846025,412.09923695,
3152.2,34.55701174,3.05585114,19.67255952,0.25770269,421.96951974,
3152.4,35.08447034,3.06744898,19.84039792,0.25430234,428.54451369,
3152.6,35.62818037,3.03822987,20.70210168,0.24931429,428.81813333,
3152.8,36.08037231,3.01552051,22.08290253,0.2437244,423.23277417,
3153.0,36.37356128,3.04020366,23.22830539,0.23827767,415.52015922,
3153.2,36.52470682,3.10789117,23.24379218,0.23361393,410.40403578,
3153.4,36.60001095,3.17717169,21.87861624,0.23023987,410.70100959,
3153.6,36.65577695,3.21392452,19.88075206,0.22833861,415.76789961,
3153.8,36.72100711,3.21947959,18.43645153,0.22757529,422.09371945,
3154.0,36.82925233,3.21165441,18.18895558,0.22711153,425.53933116,
3154.2,37.04481205,3.18629235,18.80242024,0.22612249,423.86307211,
3154.4,37.42481047,3.11515553,19.49840526,0.22452334,417.98667392,
3154.6,37.94149181,2.98865134,19.87768502,0.22340665,411.27710584,
3154.8,38.45732194,2.85019892,20.12705043,0.22442588,407.30080448,
3155.0,38.80068801,2.77133392,20.51180674,0.22842072,407.5583976,
3155.2,38.88784217,2.78350176,20.87733036,0.234526,410.81231417,
3155.4,38.77382726,2.84283596,20.78294032,0.24073388,414.31986348,
3155.6,38.59903033,2.87193822,20.07312835,0.24530612,415.90451601,
3155.8,38.48272306,2.83495437,19.1671728,0.24768702,415.23958879,
3156.0,38.46054287,2.76258593,18.70715003,0.24815544,413.61192754,
3156.2,38.48996677,2.71021131,18.92328025,0.24740089,412.78999182,
3156.4,38.50913953,2.70576415,19.3866208,0.24668334,414.00181906,
3156.6,38.49422828,2.74525194,19.39933876,0.24784317,417.47807205,
3156.8,38.47330046,2.82227448,18.64066538,0.25211806,422.46683929,
3157.0,38.485642,2.93988079,17.45400423,0.2581033,427.55610858,
3157.2,38.52356172,3.09197219,16.50253848,0.26149657,431.31305629,
3157.4,38.51999425,3.24730403,16.19078476,0.2583087,433.05185063,
3157.6,38.39457734,3.36137967,16.37293087,0.24897871,433.14652367,
3157.8,38.11857237,3.39828789,16.56757803,0.23877051,432.61957648,
3158.0,37.74177006,3.33919368,16.42289832,0.23301895,432.32951426,
3158.2,37.36975679,3.18460644,16.00588905,0.23183529,432.4623507,
3158.4,37.10722234,2.966225,15.71412374,0.23026403,432.7094523,
3158.6,36.99467012,2.75427025,15.94033919,0.22401231,432.76108534,
3158.8,36.97585631,2.63223711,16.76918522,0.21466907,432.56693946,
3159.0,36.93057239,2.64466228,17.92685238,0.20857846,432.27177755,
3159.2,36.76557311,2.76271822,18.9965227,0.21054896,431.87709201,
3159.4,36.49823027,2.90751898,19.71011872,0.2190087,431.36600734,
3159.6,36.24971439,3.0117425,20.07293691,0.22738854,430.82958642,
3159.8,36.14698695,3.06277353,20.2285576,0.22980933,430.47470854,
3160.0,36.2249595,3.09388609,20.23537039,0.22538816,430.35726107,
3160.2,36.42346169,3.1419479,20.01120025,0.21766619,430.11611844,
3160.4,36.65432651,3.215343,19.49159612,0.21079157,429.28258058,
3160.6,36.85113811,3.29521058,18.77576165,0.20655736,428.09439414,
3160.8,36.96186145,3.36009843,18.090017,0.20426534,427.75495058,
3161.0,36.93894197,3.40378989,17.58886489,0.20275487,429.35515558,
3161.2,36.77193942,3.43294399,17.23596156,0.20216326,432.29405699,
3161.4,36.52203836,3.45379564,16.88243431,0.20382248,434.03337145,
3161.6,36.28554182,3.46418928,16.44322862,0.20857292,431.84908258,
3161.8,36.11014573,3.45829571,15.98053413,0.21523924,425.18982717,
3162.0,35.95805685,3.43653078,15.62703096,0.22102258,416.4309729,
3162.2,35.75648796,3.40897016,15.44589643,0.22395656,409.33465531,
3162.4,35.48511352,3.38775672,15.39261903,0.22502665,406.6976916,
3162.6,35.20054969,3.37951936,15.3913621,0.22788348,409.06739942,
3162.8,34.97837284,3.38446848,15.42504818,0.23577241,415.01147844,
3163.0,34.83556199,3.40110375,15.53249917,0.24800131,422.12394407,
3163.2,34.7034078,3.42892856,15.71670184,0.25927056,427.98625432,
3163.4,34.46734821,3.46434489,15.88537085,0.26294772,430.92007568,
3163.6,34.03718758,3.49574996,15.90384315,0.25617161,430.44588797,
3163.8,33.4185153,3.50837607,15.7248709,0.2423307,427.24183186,
3164.0,32.73737383,3.49799223,15.45989291,0.22877258,422.59223881,
3164.2,32.19021596,3.47637079,15.30797334,0.22153233,417.78738885,
3164.4,31.93216821,3.45712,15.39606616,0.2216201,413.89428014,
3164.6,31.9913917,3.43369038,15.6978159,0.22612124,411.68355507,
3164.8,32.27954267,3.37929959,16.10139058,0.23244581,411.40954866,
3165.0,32.67659343,3.27613874,16.54790956,0.24096852,412.5645014,
3165.2,33.10094096,3.1443843,17.08871292,0.25313457,414.12757938,
3165.4,33.51938568,3.03422492,17.79356533,0.2672104,415.25741376,
3165.6,33.93194677,2.98256988,18.60447907,0.27690773,415.61393107,
3165.8,34.35732283,2.98234403,19.30104302,0.27529371,415.37227865,
3166.0,34.814766,2.99735399,19.66571769,0.26074005,414.73343785,
3166.2,35.29966724,3.00360664,19.70519529,0.23907159,413.72031643,
3166.4,35.7761987,3.0046638,19.70414217,0.21976099,412.32699484,
3166.6,36.21702696,3.00639213,20.00859603,0.20953907,410.70576736,
3166.8,36.64404638,2.99197589,20.70597789,0.20888242,409.07130184,
3167.0,37.11497597,2.93659294,21.51081639,0.21350806,407.55550962,
3167.2,37.65478031,2.84441015,21.98963309,0.21837262,406.28416117,
3167.4,38.21030265,2.75559814,21.92835662,0.22073446,405.58202707,
3167.6,38.68174005,2.71189163,21.51734339,0.22074609,405.92969789,
3167.8,38.99323075,2.721954,21.16746517,0.22028544,407.60546145,
3168.0,39.11394446,2.76903364,21.09636919,0.22133099,410.36398954,
3168.2,39.03906327,2.84288928,21.07241197,0.22456573,413.56616959,
3168.4,38.79268322,2.94925558,20.62596636,0.22875653,416.53902984,
3168.6,38.4608249,3.08581118,19.52295662,0.23155192,418.77472737,
3168.8,38.18495702,3.22246132,18.06530905,0.23125033,419.90158083,
3169.0,38.08225371,3.31511162,16.88075035,0.22826804,419.76469754,
3169.2,38.1645995,3.33556862,16.43485381,0.22492987,418.75849214,
3169.4,38.34554413,3.28149315,16.76091063,0.22371498,417.98845039,
3169.6,38.51314053,3.16610738,17.56906756,0.22537718,418.74625161,
3169.8,38.59093028,3.01975584,18.4487721,0.22852408,421.56546215,
3170.0,38.54137097,2.90476231,18.94573518,0.23110626,425.68742697,
3170.2,38.35905696,2.90332506,18.67586064,0.23218504,429.56067621,
3170.4,38.07476406,3.05302833,17.63247122,0.23272,431.87898049,
3170.6,37.75128086,3.28351693,16.43256145,0.23458904,432.10294325,
3170.8,37.44304387,3.44137861,16.01345393,0.23864576,430.31406379,
3171.0,37.15854166,3.40479383,16.88108536,0.24330322,427.00329375,
3171.2,36.86766332,3.18922144,18.62188342,0.24486456,423.04442616,
3171.4,36.55245057,2.93463443,20.23491672,0.23978167,419.47667755,
3171.6,36.23981889,2.78396711,20.97016403,0.22756597,416.90291958,
3171.8,35.97610372,2.77316149,20.83780884,0.21204754,414.99882136,
3172.0,35.78091727,2.82988231,20.38156469,0.19943101,412.86060733,
3172.2,35.62903795,2.85996827,20.08902195,0.19430426,409.82644457,
3172.4,35.4687325,2.82343431,20.05495182,0.19685698,405.78366493,
3172.6,35.24642974,2.74529495,20.06875,0.20361515,400.84169867,
3172.8,34.92934764,2.68241199,19.8979905,0.21076025,395.26146898,
3173.0,34.53999083,2.68927515,19.48597874,0.21668665,390.10437809,
3173.2,34.17540025,2.79392023,18.96132512,0.22186193,387.49023702,
3173.4,33.96519053,2.97782237,18.50288488,0.22711036,389.39288907,
3173.6,33.97442983,3.1742223,18.16870503,0.23252515,395.63916786,
3173.8,34.14501797,3.30300758,17.84980774,0.23768838,403.44489146,
3174.0,34.35169828,3.32745266,17.4809478,0.2421146,409.49551599,
3174.2,34.52230586,3.27970724,16.82014586,0.24512585,412.62728976,
3174.4,34.69355301,3.22966729,16.39077512,0.24587752,414.39221202,
3174.6,34.93808351,3.22683327,16.29450895,0.24409141,417.06435235,
3174.8,35.25117629,3.26994993,16.3783078,0.2407884,421.33458794,
3175.0,35.53505555,3.32423763,16.42157261,0.23793431,426.02633336,
3175.2,35.69705377,3.35951268,16.33198492,0.23695103,429.62863981,
3175.4,35.74312659,3.36879256,16.30067418,0.23764644,431.69326017,
3175.6,35.74928894,3.35604769,16.73030815,0.23857316,432.71600698,
3175.8,35.75727057,3.31803802,17.8121742,0.23824842,433.1427592,
3176.0,35.72424075,3.24458096,19.24814332,0.23612891,432.7861792,
3176.2,35.58942512,3.13712562,20.54728003,0.23269326,431.25352392,
3176.4,35.35703531,3.02061487,21.45750227,0.22929333,428.59545924,
3176.6,35.09079912,2.93049383,21.94508739,0.22771178,425.3782268,
3176.8,34.83526751,2.8816143,21.97690205,0.22944953,422.31649282,
3177.0,34.58867856,2.85144801,21.6126394,0.23436729,420.00901205,
3177.2,34.35902052,2.80792772,21.14656581,0.24016168,418.90052129,
3177.4,34.21807079,2.75255186,20.70702719,0.24366006,419.24953835,
3177.6,34.2589768,2.73291148,20.33875419,0.24344415,420.92257653,
3177.8,34.50000385,2.79826095,20.01366839,0.24102376,423.51183345,
3178.0,34.8545542,2.94067233,19.65814617,0.23893538,426.83911032,
3178.2,35.20836309,3.08668826,19.22654318,0.23800338,431.2393678,
3178.4,35.50709815,3.15896656,18.76606239,0.23727164,437.05531503,
3178.6,35.76879322,3.14630366,18.4074712,0.23654698,443.60492062,
3178.8,36.03544402,3.10418086,18.27549095,0.2376186,448.95194821,
3179.0,36.34547771,3.0834652,18.40737988,0.24198701,451.25726406,
3179.2,36.73519707,3.06846689,18.75646206,0.24792361,450.48948021,
3179.4,37.22736078,3.00096074,19.2559244,0.25126401,448.53234833,
3179.6,37.79572691,2.86594112,19.84047878,0.24947069,447.29489369,
3179.8,38.36723149,2.7357044,20.39693168,0.24412784,446.78821763,
3180.0,38.88092692,2.71370626,20.73971659,0.2389067,445.33836563,
3180.2,39.33372555,2.835066,20.71006767,0.23563988,441.71520702,
3180.4,39.73852797,3.03428803,20.31415295,0.23324383,436.79125103,
3180.6,40.04155111,3.21226526,19.72590501,0.23013195,432.8455942,
3180.8,40.12304908,3.32165758,19.12710713,0.22656261,431.44330967,
3181.0,39.9022876,3.38237282,18.55998009,0.22410303,432.10011316,
3181.2,39.42948092,3.42884919,17.97325223,0.22327615,432.92024978,
3181.4,38.85210157,3.4651068,17.38199911,0.22236904,432.29560343,
3181.6,38.29710041,3.47420923,16.92071033,0.21858807,429.93026434,
3181.8,37.80564645,3.45479195,16.71846224,0.21046357,426.62180597,
3182.0,37.36596461,3.4295851,16.75049076,0.19967137,423.36956802,
3182.2,36.97393745,3.42365747,16.83216228,0.19077114,420.81430728,
3182.4,36.64104077,3.44670726,16.74096627,0.1883695,419.20616227,
3182.6,36.35869923,3.4962879,16.34386684,0.1933234,418.63906048,
3182.8,36.08490132,3.5636229,15.67170893,0.20165217,419.16237931,
3183.0,35.78242859,3.62727525,14.95531137,0.20767787,420.69713908,
3183.2,35.45739875,3.64826879,14.57860098,0.20903316,422.85668965,
3183.4,35.15309725,3.58477701,14.87725097,0.20820025,424.905371,
3183.6,34.90489871,3.42356559,15.871378,0.20938463,425.90002979,
3183.8,34.70639855,3.19712459,17.159156,0.21400202,424.9911597,
3184.0,34.52536966,2.97087029,18.12407392,0.21949703,421.7155797,
3184.2,34.35307619,2.80907448,18.31861962,0.22226918,416.45021027,
3184.4,34.22500117,2.74692741,17.72219913,0.22118503,410.72406101,
3184.6,34.17454283,2.78078842,16.70204356,0.21832593,406.88006972,
3184.8,34.15105374,2.87672056,15.75833483,0.21688325,406.77840162,
3185.0,34.00589633,2.98851196,15.26473283,0.21850906,410.30022149,
3185.2,33.59665231,3.07679609,15.34332237,0.22228722,415.13818842,
3185.4,32.94287354,3.12216241,15.90814295,0.22570502,418.54047947,
3185.6,32.2602492,3.12583078,16.79257908,0.2266048,419.54164686,
3185.8,31.81045422,3.1013059,17.85205036,0.224885,419.50551934,
3186.0,31.69897029,3.06545555,18.9725095,0.22272266,420.58018137,
3186.2,31.82611914,3.03404225,20.0161256,0.22293367,423.54885148,
3186.4,32.01808261,3.01964928,20.97796874,0.22666894,427.51119631,
3186.6,32.18533559,3.02736387,21.21378299,0.23235038,431.26382946,
3186.8,32.34575353,3.05035347,20.98181244,0.23694358,434.61627058,
3187.0,32.53852152,3.07269278,20.73906397,0.23842469,438.18506321,
3187.2,32.75866133,3.0785888,20.54796851,0.2370252,442.16743639,
3187.4,32.97064567,3.06201251,20.37013517,0.23421135,445.92516275,
3187.6,33.14579744,3.02742989,20.52785971,0.23085733,449.17355372,
3187.8,33.26834121,2.98290342,21.34868466,0.22674051,453.01299579,
3188.0,33.32468633,2.93467423,22.55606202,0.22180594,458.56845544,
3188.2,33.32483801,2.8893083,23.4332952,0.21734293,464.17067931,
3188.4,33.33485491,2.85726395,23.54701558,0.21540419,464.73457218,
3188.6,33.46101436,2.85014243,23.08307718,0.21709872,455.60474791,
3188.8,33.77867767,2.87247793,22.53101954,0.22150323,437.7810243,
3189.0,34.26695778,2.91748337,22.22529381,0.22606424,418.75298118,
3189.2,34.8141728,2.97158823,22.16614461,0.22789729,407.07714133,
3189.4,35.28854035,3.02292274,22.15213597,0.22501075,405.76227522,
3189.6,35.6146337,3.06588345,22.05758943,0.21745322,411.14853086,
3189.8,35.80334447,3.09992111,21.94668314,0.20791839,417.93216284,
3190.0,35.92876318,3.12620381,21.80904988,0.20081849,424.29893886,
3190.2,36.06693231,3.14577781,21.68913565,0.19966291,431.84568873,
3190.4,36.24047901,3.16006088,21.59270793,0.20492804,441.39301135,
3190.6,36.41026361,3.1718245,21.50922094,0.21465599,450.51480605,
3190.8,36.51993962,3.18576335,21.42728639,0.2269244,455.55410739,
3191.0,36.55180555,3.206581,21.32162954,0.24079254,455.2726036,
3191.2,36.53518864,3.23509773,21.14961211,0.25422637,451.80704178,
3191.4,36.51117829,3.26650466,20.89150818,0.26226657,448.28910514,
3191.6,36.49970412,3.29387735,20.58122646,0.25953669,446.29228178,
3191.8,36.50191145,3.31361478,20.29481983,0.24579419,445.4788229,
3192.0,36.51798733,3.32671431,20.09222621,0.22836232,444.80484289,
3192.2,36.54117159,3.33380045,19.97418449,0.21731332,443.51292536,
3192.4,36.54364216,3.33186367,19.89516065,0.21745183,441.38992429,
3192.6,36.49200828,3.31794262,19.81030808,0.22499596,438.49832799,
3192.8,36.38248662,3.29619493,19.71162503,0.23204598,435.07869323,
3193.0,36.25387823,3.27923114,19.6240171,0.2335752,431.24544973,
3193.2,36.14048464,3.28022261,19.56753787,0.23010851,426.66209307,
3193.4,36.01826573,3.30264943,19.51844083,0.22484815,420.87966966,
3193.6,35.82788293,3.3354898,19.40426915,0.22002755,414.38071864,
3193.8,35.57069079,3.3590986,19.1505113,0.21623214,409.20395853,
3194.0,35.36670826,3.35922172,18.75054465,0.21382238,408.02653874,
3194.2,35.38538376,3.33902251,18.30039235,0.21348694,412.05760347,
3194.4,35.69550015,3.31847999,17.95959901,0.2152284,419.67402578,
3194.6,36.19625603,3.31790074,17.85427289,0.21788294,427.31636857,
3194.8,36.70874714,3.33865527,17.98888013,0.22047615,432.01960359,
3195.0,37.12268401,3.3625068,18.23383976,0.22378741,433.33168975,
3195.2,37.44544641,3.37436762,18.40641678,0.22962233,432.91864092,
3195.4,37.73320127,3.3825144,18.4043576,0.23806205,432.5580014,
3195.6,38.01730763,3.40767809,18.28282229,0.2458724,432.62711572,
3195.8,38.3101407,3.44884761,18.20893664,0.24830671,432.37788526,
3196.0,38.64373998,3.46816058,18.32940831,0.24296306,431.30433355,
3196.2,39.05378163,3.42234847,18.68273997,0.23202592,429.84529635,
3196.4,39.52011801,3.31189947,19.21183454,0.22078168,428.70306527,
3196.6,39.95389476,3.19063093,19.82452934,0.21381113,427.90911172,
3196.8,40.26385007,3.12218821,20.40094635,0.21238283,426.82510705,
3197.0,40.41623821,3.12752433,20.75973601,0.2147329,425.07525717,
3197.2,40.41527872,3.17725605,20.6975166,0.21796548,422.99738089,
3197.4,40.2591181,3.22919424,20.1343103,0.21941849,421.09883665,
3197.6,39.946744,3.26619968,19.20633606,0.21698353,419.39471383,
3197.8,39.52407518,3.29873237,18.1901883,0.20982093,417.49293152,
3198.0,39.07756148,3.34197424,17.3171847,0.19967082,415.21577769,
3198.2,38.66792116,3.39742945,16.69344655,0.1908754,412.84722099,
3198.4,38.28940519,3.45302542,16.36411726,0.18782509,410.68141454,
3198.6,37.90734436,3.49226411,16.36192378,0.19141442,408.62216438,
3198.8,37.51181681,3.50233952,16.63288629,0.19802234,406.37400221,
3199.0,37.11569462,3.47972462,16.97538535,0.20225218,403.94191357,
3199.2,36.71993025,3.43463701,17.15490072,0.20110154,401.70868379,
3199.4,36.31072544,3.38904889,17.09726009,0.19592721,400.0483293,
3199.6,35.88891936,3.36507569,16.90656432,0.19095012,398.88404728,
3199.8,35.47483724,3.37330481,16.67235855,0.18972958,397.63959403,
3200.0,35.07874332,3.40961699,16.32481538,0.19270644,395.64029046,
3200.2,34.6817491,3.45896114,15.74614165,0.19743359,392.56815428,
3200.4,34.26240503,3.50112483,14.98862153,0.20086759,388.58338278,
3200.6,33.83195011,3.51670133,14.29240311,0.20175278,383.97656379,
3200.8,33.42260303,3.49563479,13.86106292,0.20115478,378.78569166,
3201.0,33.05443515,3.44639891,13.66961824,0.20099686,372.81349236,
3201.2,32.74393328,3.39453411,13.53409281,0.20221753,366.0565821,
3201.4,32.53804687,3.36683488,13.33044108,0.20428522,358.94382575,
3201.6,32.50116815,3.37315876,13.0880106,0.20625824,352.11526614,
3201.8,32.65170921,3.40216174,12.88836347,0.2078699,345.99111447,
3202.0,32.9338721,3.43479644,12.74318983,0.2094134,340.73991737,
3202.2,33.27223327,3.46206999,12.60252408,0.21098156,336.52577435,
3202.4,33.63858603,3.48792413,12.43926353,0.21223626,333.47313866,
3202.6,34.03910473,3.51648993,12.28841425,0.21291494,331.36825071,
3202.8,34.44666909,3.5403171,12.20223161,0.21319182,329.64556606,
3203.0,34.78141414,3.54399088,12.20406088,0.21330345,327.73570461,
3203.2,34.9716702,3.5215434,12.28827632,0.21313127,325.25580247,
3203.4,35.01446388,3.48754346,12.43841213,0.21255737,322.00174125,
3203.6,34.96679389,3.46729198,12.62757962,0.21224019,318.30028603,
3203.8,34.8968096,3.47293242,12.81741646,0.21369869,315.79336954,
3204.0,34.86176068,3.489878,12.96667952,0.21816633,317.30376052,
3204.2,34.91423516,3.48843412,13.05981878,0.22528106,324.88381323,
3204.4,35.08493743,3.45268809,13.11767784,0.23300122,337.50255434,
3204.6,35.34210061,3.39763753,13.18070251,0.23897135,351.23172573,
3204.8,35.58899074,3.35645643,13.27655695,0.242056,362.33280315,
3205.0,35.73713054,3.35073064,13.4080044,0.24266753,370.20224323,
3205.2,35.7767245,3.37333138,13.56743841,0.24190024,376.94124133,
3205.4,35.76232682,3.39901115,13.75422213,0.2406003,384.31835679,
3205.6,35.73578824,3.40803944,13.96816173,0.23919793,391.66311949,
3205.8,35.68781219,3.39891738,14.18464075,0.23801376,396.85712343,
3206.0,35.59783065,3.38177865,14.341847,0.23734917,398.79865698,
3206.2,35.47964491,3.36548253,14.36426861,0.23722261,398.47845919,
3206.4,35.37020566,3.35249422,14.20791604,0.23729585,398.02170429,
3206.6,35.28136256,3.34091977,13.89715066,0.23724472,399.21811571,
3206.8,35.18858047,3.32793912,13.52075014,0.23714383,402.81076313,
3207.0,35.07157268,3.31235982,13.18735759,0.23738359,408.37164993,
3207.2,34.95295089,3.29711259,12.97119695,0.23816557,414.34885304,
3207.4,34.88259144,3.29045711,12.8806047,0.23918325,418.65715085,
3207.6,34.88941876,3.30098789,12.87048844,0.23993262,419.96934513,
3207.8,34.95775248,3.32896739,12.88444991,0.24020053,418.70858586,
3208.0,35.0531979,3.36467286,12.89299535,0.24017474,416.62181297,
3208.2,35.16257674,3.39639643,12.8996694,0.24013595,415.06243529,
3208.4,35.30110259,3.41995039,12.91877986,0.2400495,413.8389212,
3208.6,35.48700374,3.43873151,12.95573801,0.23979381,411.91269999,
3208.8,35.71478283,3.45454202,13.01578705,0.23968186,409.13669852,
3209.0,35.95157901,3.46242704,13.12546096,0.24047376,406.93390327,
3209.2,36.1546674,3.45632388,13.32790358,0.24260178,407.15149586,
3209.4,36.29515608,3.43636378,13.64451558,0.24534081,410.2446007,
3209.6,36.38017412,3.40662629,14.03966494,0.24687658,414.77198467,
3209.8,36.44895518,3.36610179,14.43473903,0.24534265,418.55427038,
3210.0,36.54257774,3.30825857,14.75657405,0.23996459,420.23771362,
3210.2,36.66486167,3.23442497,14.97509559,0.23156827,419.9830557,
3210.4,36.78194667,3.16465825,15.10412396,0.22235534,419.00320483,
3210.6,36.8606308,3.12607824,15.18071516,0.21510848,418.58899796,
3210.8,36.90778713,3.12626493,15.25058681,0.21209349,419.35675754,
3211.0,36.95732428,3.14102128,15.37029236,0.21396608,421.11681759,
3211.2,37.0292612,3.13576874,15.61027047,0.21934664,423.44614785,
3211.4,37.11842811,3.10112204,16.03424681,0.22555376,426.52049702,
3211.6,37.2326145,3.06323685,16.64903873,0.23012156,431.20193494,
3211.8,37.41901423,3.05709214,17.35529182,0.23202875,438.13008791,
3212.0,37.72808962,3.09097808,17.9550095,0.23183104,446.55547837,
3212.2,38.15052329,3.14013343,18.24418779,0.23088003,454.26098769,
3212.4,38.60716953,3.17279539,18.13791715,0.23041224,458.9882532,
3212.6,39.01588546,3.17838965,17.723315,0.23093509,460.10617261,
3212.8,39.36440049,3.17173065,17.1848552,0.2321285,459.01360022,
