DEPT,SP,NEUT,GR,CALI,̂,LLD
2937.4,20.31566928,2.5311889,17.8368002,0.26131518,321.6766804,
2937.6,20.47063522,2.50774509,17.92256273,0.26291104,318.54677005,
2937.8,20.62171717,2.49295094,17.66792674,0.26276408,317.80083463,
2938.0,20.72494088,2.49485598,17.25859856,0.26097285,318.40711948,
2938.2,20.76477468,2.51344528,16.92927049,0.25832443,318.74647023,
2938.4,20.75473554,2.54187936,16.78388906,0.25588505,318.52458611,
2938.6,20.7126587,2.57090494,16.74836363,0.25419025,318.68385756,
2938.8,20.6362165,2.59407071,16.67838973,0.25305615,319.53280953,
2939.0,20.49589367,2.60982762,16.51519844,0.25213803,319.6143984,
2939.2,20.25551468,2.619926,16.34932591,0.25143495,317.00388621,
2939.4,19.91469138,2.62745327,16.33542063,0.25114494,311.58736871,
2939.6,19.53056419,2.63556082,16.53352125,0.25114353,305.51238001,
2939.8,19.18910581,2.64769113,16.81607129,0.25110779,301.24118254,
2940.0,18.94525936,2.66827056,16.93403051,0.2513323,299.58562697,
2940.2,18.77998573,2.7023519,16.70148252,0.25294378,299.69591431,
2940.4,18.61975337,2.75304208,16.14205177,0.25666874,300.28114385,
2940.6,18.39610471,2.81675496,15.45441908,0.26161872,300.18237969,
2940.8,18.09915533,2.88089394,14.82315043,0.26614942,298.03827516,
2941.0,17.78096222,2.92807934,14.27154633,0.27037443,292.78206111,
2941.2,17.51886086,2.94615415,13.71749111,0.27711947,285.31333674,
2941.4,17.37681991,2.93509998,13.16779544,0.28931217,278.69986705,
2941.6,17.38094862,2.90462388,12.79667131,0.30641516,275.49473659,
2941.8,17.50965968,2.86602025,12.78852715,0.32398212,274.96745858,
2942.0,17.70830608,2.82611456,13.11695689,0.3370798,274.43341509,
2942.2,17.93106871,2.78770897,13.54326865,0.34395055,273.87123159,
2942.4,18.17212506,2.75268652,13.86213575,0.34619657,277.82874552,
2942.6,18.45483302,2.72305956,14.10927692,0.34569592,291.18967486,
2942.8,18.80687953,2.69986211,14.47861987,0.34192659,313.02209676,
2943.0,19.25656767,2.68317187,15.03608833,0.33237201,335.59145504,
2943.2,19.84231319,2.67399278,15.57618418,0.31577837,350.07504504,
2943.4,20.59058712,2.67451847,15.80816492,0.29577749,353.34002825,
2943.6,21.46923731,2.68550431,15.65517166,0.28147427,349.69154354,
2943.8,22.37554749,2.70341603,15.33027146,0.2825589,346.94063371,
2944.0,23.19514198,2.72122464,15.12200898,0.30088888,350.94996238,
2944.2,23.87148543,2.73266153,15.14098038,0.32582429,362.32240078,
2944.4,24.4061543,2.73548264,15.2776953,0.33995198,376.684534,
2944.6,24.80731113,2.73134838,15.36509713,0.33277517,387.70957591,
2944.8,25.05880196,2.72481037,15.32533688,0.31003129,391.25504857,
2945.0,25.15032783,2.72072605,15.17834613,0.2886846,387.85975324,
2945.2,25.12306947,2.72162682,14.97019407,0.28180469,381.63220635,
2945.4,25.05830533,2.72562089,14.74253617,0.28813794,376.37125145,
2945.6,25.02451567,2.72732675,14.55883405,0.296007,372.70896272,
2945.8,25.04384661,2.7227102,14.50759155,0.29614844,368.88773131,
2946.0,25.1058174,2.7132241,14.64133746,0.28981638,363.52113546,
2946.2,25.19533524,2.70530694,14.91595624,0.28526508,356.82810235,
2946.4,25.30719159,2.70507203,15.21222066,0.28810142,349.61203564,
2946.6,25.44293652,2.71287381,15.43066096,0.29580202,341.98982656,
