DEPT,PZ,GZ,CALI,SP
220.6,6.15308222,5.50837947,41.08466093,-4.5620438
220.8,6.22584849,5.59542977,41.51841806,-4.56214995
221.0,6.29862441,5.59000634,41.96752715,-4.56266021
221.2,6.37157373,5.58647015,41.99683506,-4.56242857
221.4,6.44445126,5.57877026,41.99755516,-4.55844084
221.6,6.51741015,5.54403723,41.84632177,-4.54508796
221.8,6.59071456,5.5447394,41.83865704,-4.48889409
222.0,6.66425179,5.54560824,41.93861374,-4.49157866
222.2,6.70397938,5.5460406,39.33889811,-4.47330667
222.4,6.70277919,5.5479143,39.75230431,-4.6647133
222.6,6.70236295,5.55433313,40.07235682,-4.4491124
222.8,6.70236689,5.64944819,40.30256453,-4.49216966
223.0,6.70238428,5.68555274,40.64652884,-4.49044535
223.2,6.70235546,5.77632253,41.21267088,-4.48877
223.4,6.70235546,5.80423619,41.14574124,-4.48861217
223.6,6.70235546,5.86228799,40.1708147,-4.48904778
223.8,6.7022801,5.89645555,40.18637164,-4.48905109
224.0,6.70216814,5.9803569,40.30330817,-4.48905109
224.2,6.70236344,5.97480002,40.54236066,-4.48905109
224.4,6.70300642,5.97366522,41.38777441,-4.48904778
224.6,6.7050295,5.97411292,41.48319123,-4.48884568
224.8,6.76984071,5.9746437,41.50142853,-4.48918257
225.0,6.83782569,5.97569597,41.32711426,-4.49162973
225.2,6.90623769,5.97568503,40.76923622,-4.49309556
225.4,6.97471849,5.93347688,39.98743673,-4.43049826
225.6,7.04375692,5.85557099,40.38001311,-4.4026164
225.8,7.11477151,5.8469544,40.75551044,-4.3357599
226.0,7.10399297,5.84581324,41.02851638,-4.32352685
226.2,7.06795739,5.84115454,41.12530076,-4.26835021
226.4,7.03100505,5.89040998,40.04532013,-4.27186309
226.6,6.99478344,5.91923885,39.46333124,-4.21363299
226.8,6.961985,5.98538863,41.38062669,-4.20049843
227.0,6.98678955,6.01875821,40.457556,-4.20062328
227.2,7.01178643,6.01696104,40.19537172,-4.20357095
227.4,7.03801341,6.01511432,40.23133739,-4.0849598
227.6,7.0653964,6.04995642,40.92544187,-4.05741904
227.8,7.09400946,6.05816225,41.03442967,-4.05032534
228.0,7.21445893,6.06060299,40.19355542,-4.04986207
228.2,7.20307047,6.06083248,38.72264506,-4.05088258
228.4,7.19339764,6.0582472,38.3017016,-4.05109489
228.6,7.18605719,6.04922429,38.90768293,-4.05109489
228.8,7.18511095,6.00962005,39.41797368,-4.05109489
229.0,7.3733321,5.91659565,39.91943048,-4.05109489
229.2,7.55644756,5.73827998,40.17130062,-4.05109489
229.4,7.74365616,5.67433859,40.17115573,-4.05109489
229.6,7.94057639,5.62124604,40.16596731,-4.05109489
229.8,7.85878379,5.53497118,39.97842438,-4.05109489
230.0,7.67189509,5.46892108,39.53079235,-4.05109489
230.2,7.48120052,5.4143156,39.52555354,-4.05109489
230.4,7.29130044,5.41815678,40.05082309,-4.05109489
230.6,7.10146611,5.41793845,40.37388873,-4.05109489
230.8,6.91152109,5.41742147,40.52721431,-4.05109489
231.0,6.72649518,5.41748181,40.5460902,-4.05109489
231.2,6.58099036,5.41817571,40.69207372,-4.05109489
231.4,6.66753177,5.41821863,40.78496079,-4.05109489
231.6,6.74699829,5.41408857,41.28760628,-4.05109489
231.8,6.82437804,5.46385575,42.21133892,-4.05109489
232.0,6.90231345,5.45972569,41.57351615,-4.05109489
232.2,6.98222075,5.45976862,41.36442219,-4.05109489
232.4,7.0667143,5.46037694,41.28422699,-4.05109489
232.6,7.00503535,5.46047102,41.31742913,-4.05109489
232.8,6.87389795,5.46038544,39.81421172,-4.05109489
233.0,6.74113322,5.46038544,40.15478305,-4.05109489
233.2,6.60889144,5.46038544,41.32976224,-4.05109489
233.4,6.47684797,5.46038544,42.94042507,-4.05109489
233.6,6.34551749,5.46038544,43.3191447,-4.0510982
233.8,6.21649641,5.46044772,44.62418982,-4.0513003
234.0,6.11074741,5.4607471,45.43157058,-4.05096341
234.2,6.20036451,5.4606112,44.17405669,-4.04830394
234.4,6.28191507,5.45859269,43.71981869,-4.04592376
234.6,6.36416547,5.450775,43.61757789,-4.10934873
234.8,6.44752354,5.41564402,43.5492732,-4.14410383
235.0,6.53091948,5.41441357,43.39625672,-4.23594929
235.2,6.61426136,5.40752134,41.67337083,-4.35416488
235.4,6.69757153,5.37754086,41.00733281,-4.34181521
235.6,6.77996125,5.39699528,42.3060129,-4.4201348
235.8,6.86171646,5.41647791,42.77765917,-4.51279392
236.0,6.95194781,5.43486814,42.07399341,-4.55845681
236.2,6.89644928,5.45303883,40.83658368,-4.63419061
236.4,6.82616964,5.47139734,41.83825829,-4.71045191
236.6,6.75405559,5.4897541,42.97761676,-4.7611687
236.8,6.6818169,5.50787308,44.2338148,-4.76727726
237.0,6.61034484,5.52574324,44.14045209,-4.91325794
237.2,6.53569668,5.54410521,43.79336408,-4.92008143
237.4,6.53207564,5.51839994,43.26728742,-4.9940816
237.6,6.531018,5.48926636,42.57978639,-5.01877554
237.8,6.53077184,5.45968304,42.53297089,-4.66564506
238.0,6.5306073,5.42991487,43.1880036,-4.58275713
238.2,6.52993789,5.40020221,43.57005515,-4.55392657
238.4,6.53031626,5.3705395,41.09356365,-4.63725276
238.6,6.56783981,5.34087543,41.80329734,-4.6332751
238.8,6.68613433,5.31120651,41.96397236,-4.6339852
239.0,6.80268302,5.28142559,42.30982813,-4.63502201
239.2,6.92081992,5.25148074,42.40773088,-4.63518235
239.4,6.93270959,5.22186472,42.46246766,-4.6350365
239.6,6.83160073,5.20769642,43.11405169,-4.6350365
239.8,6.73132219,5.22484073,42.59186616,-4.6350365
240.0,6.63229187,5.24095068,42.35485152,-4.6350365
240.2,6.53272852,5.25671079,42.11749362,-4.6350365
240.4,6.43086825,5.27251534,42.10995493,-4.6350365
240.6,6.40606042,5.28837193,42.67103652,-4.6350365
240.8,6.4115007,5.30420161,43.47411511,-4.6350365
241.0,6.4179147,5.3200313,43.6535796,-4.6350365
241.2,6.42404921,5.33586098,43.20456457,-4.6350365
241.4,6.42991433,5.35169066,42.74153316,-4.63503981
241.6,6.43575051,5.36752034,42.48431817,-4.63524191
241.8,6.44158841,5.38334993,42.68807569,-4.63501117
242.0,6.44742631,5.39923083,42.32700813,-4.63297143
242.2,6.4532642,5.41517652,45.21183262,-4.63092942
242.4,6.4591021,5.43091739,43.60933491,-4.69060146
242.6,6.46490689,5.44612239,43.22344534,-4.70649102
242.8,6.47069065,5.45793214,42.68433812,-4.72152887
243.0,6.47661499,5.42648458,42.38562752,-4.83603509
243.2,6.48277613,5.39754954,42.17380609,-5.00016632
243.4,6.48961146,5.36838142,42.40920403,-5.15277562
243.6,6.5232493,5.33892614,42.59974681,-5.13805227
243.8,6.55746845,5.3094653,43.63576331,-5.2188765
244.0,6.59149718,5.27992651,44.22066581,-5.27347614
244.2,6.62496116,5.25015684,42.31797726,-5.35877134
244.4,6.66034626,5.22074337,41.75100248,-5.43435725
244.6,6.70395775,5.21182619,41.0685039,-5.49822522
244.8,6.51458573,5.24018957,40.54004093,-5.51750807
245.0,6.27704989,5.26720001,41.19839922,-5.51953383
245.2,6.03200108,5.29374415,39.45627927,-5.3662949
245.4,6.01956776,5.3203269,39.51128433,-5.30350914
245.6,6.03447563,5.34697664,39.55736556,-5.28966944
245.8,6.04871593,5.3735957,38.11998799,-5.29024484
246.0,6.01513771,5.40021477,37.53408556,-5.28999068
246.2,5.99596512,5.42683384,40.8473004,-5.38898822
246.4,5.9735036,5.45345291,41.56225047,-5.43447055
246.6,5.97438092,5.48007197,43.03002043,-5.51777457
246.8,5.97428308,5.50669104,44.15771004,-5.50983528
247.0,5.97425056,5.53331011,40.79793529,-5.50983805
247.2,5.97447506,5.55992918,37.43946879,-5.5109311
247.4,5.97431606,5.58654824,37.88049428,-5.51088245
247.6,5.97213655,5.61316731,38.20448395,-5.50971608
247.8,6.03210627,5.63979458,38.43806347,-5.51017936
248.0,6.07265015,5.66641896,38.48758312,-5.51727306
248.2,6.11410892,5.69291593,38.36266963,-5.54491997
248.4,6.17806363,5.71926658,39.73552636,-5.66404137
248.6,6.23083113,5.74617547,39.29018752,-5.66085876
248.8,6.31534188,5.77854834,36.66733321,-5.65709111
249.0,6.40131889,5.8239678,36.29286312,-5.65713658
249.2,6.4974762,5.86759922,36.71186603,-5.65710704
249.4,6.67057651,5.91077587,35.9079328,-5.65379755
249.6,6.83612086,5.95511207,35.38440765,-5.64205686
249.8,7.08808823,6.00242321,34.96717367,-5.58392712
250.0,6.92470956,5.96379341,34.85403141,-5.5249176
250.2,6.91549333,5.86158534,36.66566516,-5.51286194
250.4,6.91386509,5.75919677,37.25921768,-5.51732601
250.6,6.95093148,5.65751716,37.35503389,-5.43377538
250.8,7.14935376,5.555736,37.82100351,-5.43936596
251.0,7.37952989,5.45337903,39.46803817,-5.3660148
251.2,7.47329993,5.35212324,40.36278166,-5.29159384
251.4,7.45579356,5.30219551,42.64737091,-5.28947795
251.6,7.25443358,5.35607031,42.93183902,-5.29132907
251.8,6.8161687,5.40653708,42.96757235,-5.29207006
252.0,6.6997606,5.45584867,42.98633071,-5.29197412
252.2,6.6191171,5.50530722,43.55187577,-5.2919708
252.4,6.57420714,5.55493743,43.89848385,-5.2919708
252.6,6.54043371,5.60447818,44.96371587,-5.2919708
252.8,6.47623992,5.6539723,45.73643708,-5.2919708
253.0,6.44380537,5.7038051,44.19151853,-5.2919708
253.2,6.44441639,5.75406686,43.89941116,-5.2919708
253.4,6.44525043,5.80283427,43.88797547,-5.2919708
253.6,6.44605641,5.84061683,44.04989701,-5.2919708
253.8,6.44658908,5.89031895,44.82546977,-5.2919708
254.0,6.44253374,5.80893127,43.62759224,-5.2919708
254.2,6.48859837,5.72515384,42.25963938,-5.2919708
254.4,6.53421667,5.80324975,40.87378785,-5.29196749
254.6,6.52664663,5.85943651,39.47657247,-5.29176208
254.8,6.58449837,5.88839313,38.91320977,-5.29179071
255.0,6.65302824,5.91768074,39.32454533,-5.29395835
255.2,6.66721388,5.94587133,39.69631766,-5.29748325
255.4,6.70135915,5.96862163,39.85166042,-5.23941791
255.6,6.73303403,5.88865792,38.61296862,-5.16677143
255.8,6.77359226,5.8113685,37.64078062,-5.15090429
256.0,6.8208693,5.73357485,36.68166797,-5.14540099
256.2,6.84137155,5.65511396,35.71660138,-5.0743352
256.4,6.88514856,5.57517346,34.75271332,-5.00346361
256.6,6.91770179,5.49128493,33.78893857,-4.94185052
256.8,6.95031264,5.495662,32.74947326,-4.92845927
257.0,6.95847534,5.56873546,32.7313157,-4.91612043
257.2,6.96819503,5.64200715,32.75378188,-4.79838103
257.4,7.00765163,5.71431905,32.77799618,-4.72227652
257.6,7.02797041,5.78787294,32.80618251,-4.6893037
257.8,7.04812892,5.86585436,32.74185078,-4.61964171
258.0,7.01523698,5.81852913,33.40967746,-4.47886026
258.2,7.00314758,5.69520589,34.07149,-4.49142997
258.4,6.99194297,5.57131611,34.72697514,-4.43430063
258.6,6.95492344,5.44863592,34.979089,-4.42140591
258.8,6.94813539,5.32423086,34.64363671,-4.41908461
259.0,6.91438842,5.1931702,34.32604741,-4.35943481
259.2,6.91545746,5.2661107,34.02224912,-4.34612161
259.4,6.91647531,5.42809499,33.72991484,-4.34268092
259.6,6.91660874,5.59223999,33.50854474,-4.34244928
259.8,6.91649017,5.75746193,34.3521551,-4.34281368
260.0,6.91648822,5.92812853,35.16557481,-4.34308018
260.2,6.91648822,5.90849403,35.24870082,-4.34401414
260.4,6.91648628,5.80770604,34.39302576,-4.34377915
260.6,6.91653691,5.70450203,34.95732253,-4.33659832
260.8,6.91642784,5.60214777,35.73653628,-4.42339288
261.0,6.9167785,5.5003841,36.24844386,-4.42928575
261.2,6.91847525,5.3981024,35.76820344,-4.54596047
261.4,6.89087934,5.29557404,35.10493205,-4.55084505
261.6,6.7420216,5.19575461,36.12897228,-4.70174552
261.8,6.70684781,5.13374599,37.25255845,-4.72352036
262.0,6.63885187,5.22801389,36.90451512,-4.77890445
262.2,6.56742673,5.31811207,36.69989221,-4.8546455
262.4,6.49965237,5.40714385,36.83760547,-4.9305178
262.6,6.45565981,5.49673394,37.58965372,-4.98211996
262.8,6.40339993,5.58623071,38.28097033,-4.98327737
263.0,6.36166846,5.67485933,38.67489782,-5.16257335
263.2,6.31067305,5.75728528,36.11603751,-5.16460517
263.4,6.321002,5.75943427,34.86859736,-5.21610713
263.6,6.27279182,5.76014921,34.9384003,-5.28761903
263.8,6.2783317,5.76037034,34.95539221,-5.45319161
264.0,6.39382678,5.75990736,35.04796156,-5.45256057
264.2,6.51516944,5.75869424,35.21608538,-5.50671933
264.4,6.69658177,5.75859071,34.85003122,-5.59278606
264.6,6.90359261,5.79907354,38.16940103,-5.5829637
264.8,6.96531721,5.96535286,37.24030373,-5.57795944
265.0,7.10407865,6.14580455,36.59459851,-5.57086154
265.2,7.17314182,6.46597478,35.97338496,-5.42256061
265.4,7.26831648,6.66233116,34.91231127,-5.2184851
265.6,7.37924804,7.30297091,34.81214699,-5.03542826
265.8,7.4262366,7.57090184,35.50539025,-4.93432176
266.0,7.51513034,7.67117963,35.74622351,-4.79226147
266.2,7.60230688,7.22823795,35.90827593,-4.52247896
266.4,7.67667796,7.17609674,36.41360979,-4.3656654
266.6,7.73428336,7.13166112,37.47222472,-4.21517278
266.8,7.7265899,7.12443301,36.82791795,-4.12223685
267.0,7.77502296,7.24518265,36.80877601,-4.04883916
267.2,7.77032642,7.30464785,36.77727358,-3.99603301
267.4,7.80534877,6.56597566,36.78113974,-4.10066153
267.6,7.81404434,6.41056465,36.66356135,-4.52277753
267.8,7.81658111,6.41305247,36.32317799,-4.71780075
268.0,7.81685719,6.45835342,35.87617181,-4.71747361
268.2,7.81462666,6.57903269,34.75174065,-4.865687
268.4,7.80361506,6.7018802,34.63088517,-4.86632983
268.6,7.75981155,6.60236436,34.77587094,-5.00900743
268.8,7.72490116,6.56925426,34.77123862,-5.00087143
269.0,7.695117,6.57645919,34.63794198,-5.0076866
269.2,7.44102122,6.59904385,34.48749753,-4.96922176
269.4,7.23037443,6.78578173,34.33444263,-4.55192399
269.6,7.21432029,7.0621266,34.16907572,-3.09362835
269.8,7.26773624,7.04899072,35.07419811,-2.7173265
270.0,7.80183833,7.04277791,35.78315448,-2.47835964
270.2,7.98677414,7.04147539,36.58705154,-2.3086606
270.4,8.04377626,7.04652581,37.37376427,-2.16559233
270.6,8.08011263,7.13066516,37.93187706,-1.92062804
270.8,8.07843055,7.3531766,35.0539344,-1.35674484
271.0,8.03356749,7.66842425,34.7266448,-1.41468344
271.2,7.87336308,8.21285114,34.66687383,-2.06777509
271.4,7.68397325,8.96371915,34.55422018,-2.53983809
271.6,7.59884066,9.47649642,33.95537567,-2.81660754
271.8,7.55715809,9.86497947,33.18244245,-3.15213313
272.0,7.55537418,10.24197483,33.25869188,-3.6301462
272.2,7.55052068,10.62180791,33.81828747,-4.00185314
272.4,7.69338177,11.0066595,34.05084968,-4.27683615
272.6,7.8073978,11.3954835,33.37777479,-2.87526414
272.8,8.51283891,11.77431341,33.45775252,-2.56879426
273.0,8.87825458,11.95972598,33.46474958,-2.31051461
273.2,9.26181048,11.05917179,33.4034662,-2.00800696
273.4,9.65307752,10.36380094,33.28078166,-1.82775346
273.6,10.04349994,9.88663553,33.128833,-1.40100034
273.8,10.43236411,10.30211414,33.12904338,-0.719014
274.0,10.82153739,10.69025054,33.14192296,-0.23920331
274.2,11.21071066,11.07181016,33.29757904,-0.02649769
274.4,11.59988393,11.45376469,33.70718069,0.04375098
274.6,11.9890572,11.83524723,34.06682624,0.03995292
274.8,12.37823054,12.2136884,34.1627269,0.0371185
275.0,12.76760148,12.14832758,34.20474299,0.03639047
275.2,13.15711284,12.0723999,34.20301749,0.03649304
275.4,13.54570565,11.96892342,34.20383206,0.03649635
275.6,13.9352148,11.8375256,34.20909914,0.03649635
275.8,14.32562712,11.75529553,34.07379209,0.0370999
276.0,14.55180469,10.47157287,33.86230096,0.0382904
276.2,14.62213874,10.14241055,33.51380637,0.03607754
276.4,13.81765583,9.45202125,33.28300555,0.02965192
276.6,13.19437113,9.49443706,33.76032921,0.00768092
276.8,12.96512672,9.36877807,33.93985832,-0.46603788
277.0,12.92250532,9.242168,34.04362415,-0.98672724
277.2,12.9296467,9.15206696,34.13063958,-1.51686801
277.4,13.27179767,8.5788911,34.20433939,-1.86192861
277.6,13.34272176,7.79580567,34.27712853,-2.295143
277.8,13.34038627,8.182518,34.34799057,-2.51186477
278.0,13.30746791,8.27647262,34.41815188,-2.74874786
278.2,13.04718418,8.26760414,34.60714781,-2.73620994
278.4,12.65416466,8.40162066,33.37139683,-2.74092162
278.6,12.3184983,7.17106114,33.01583659,-2.44797698
278.8,11.96544652,7.07576752,32.78274108,-2.33927907
279.0,11.60994283,7.06601078,33.69925985,-1.74549071
279.2,11.25565529,7.2980474,33.94731284,-0.95515463
279.4,10.90197182,7.74032518,33.87707438,-0.73799706
279.6,10.54816454,7.1472392,34.91432116,-0.40369003
279.8,10.19436168,7.24494419,34.56057245,-0.02085987
280.0,9.84047577,7.50982139,34.59081148,0.04367957
280.2,9.48559851,7.54188609,34.63425079,0.03983858
280.4,9.12956198,7.31447303,34.81355487,-0.10357453
280.6,8.77683798,7.26704589,35.87056464,-0.40848634
280.8,8.53925747,7.79987822,35.59796483,-0.47242865
281.0,8.57307621,7.88500958,35.52947171,-0.55791335
281.2,8.59680882,7.89633166,35.63142206,-0.55784976
281.4,8.61450453,7.93911795,36.11927056,-0.61817966
281.6,8.77756798,8.06146562,36.101431,-0.75342987
281.8,9.03539589,8.15284778,36.08573829,-0.95165002
282.0,9.29323557,8.38047324,36.02466115,-1.69028169
282.2,9.55016687,8.63552791,35.842033,-2.31963426
282.4,9.80693107,8.95610141,35.41288391,-2.93601425
282.6,10.06348553,9.20141463,34.94217076,-3.33753881
282.8,10.32099264,9.43701298,34.69708669,-3.89099788
283.0,10.52776821,9.49873607,34.45796382,-4.41654727
283.2,10.61953126,9.30946781,34.1595002,-4.66347959
283.4,10.48722524,9.23716298,34.07721455,-4.70587935
283.6,10.3859445,9.33672754,34.42546122,-4.87356282
283.8,10.38336649,9.35590573,34.71656187,-4.94219802
284.0,10.38871454,9.33948842,34.70937523,-4.56226254
284.2,10.54916765,9.30708413,34.70529339,-4.19994923
284.4,10.68534912,8.8428837,34.7032181,-3.78217308
284.6,10.78083465,7.75443181,34.69297304,-3.41613044
284.8,10.77741797,7.67967876,34.6415524,-3.04678317
285.0,10.57991818,7.58367368,34.83655625,-2.67249945
285.2,10.15986827,7.51592353,35.2320602,-2.29868921
285.4,9.94751242,7.516217,37.74969387,-1.92360141
285.6,9.73984696,7.50358414,40.01626741,-1.53994316
285.8,9.65697629,7.75035232,41.44311062,-1.15311739
286.0,9.77759629,7.97380351,40.11083395,-1.20081042
286.2,10.02408403,8.47038279,39.00722877,-1.70963781
286.4,10.52291509,8.68938122,37.94249339,-2.16683906
286.6,10.44392635,8.77274484,37.15690804,-2.54235067
286.8,10.59028241,8.50828202,37.68009157,-3.00374267
287.0,10.7046066,7.64415624,37.84424089,-3.72525761
287.2,10.23203931,7.62959284,37.89500472,-4.18692744
287.4,10.5986095,8.01153627,37.17018662,-4.48703212
287.6,10.36226822,7.78349789,37.22828602,-4.70883711
287.8,9.84908124,7.45383344,37.18287401,-4.78168367
288.0,9.71241701,7.34456975,36.96765301,-4.91531839
288.2,9.51981125,7.24971958,38.35796838,-4.92159901
288.4,9.27140215,7.15275732,38.8698938,-4.92646552
288.6,9.01753021,7.1392923,38.76346152,-4.92775508
288.8,8.7493809,7.33920423,38.515259,-4.92725931
289.0,8.63794171,7.53239369,38.47204161,-4.9270073
289.2,8.62937333,7.72529194,39.1702744,-4.9270073
289.4,8.62120693,7.92407664,39.55172035,-4.9270073
289.6,8.7619517,7.98762241,39.60415705,-4.9270073
289.8,8.89386193,7.98661077,39.60431358,-4.9270073
290.0,9.0292782,7.98377901,39.57695027,-4.9270073
290.2,9.17490513,7.9816964,39.57450054,-4.9270073
290.4,9.2152944,7.98016639,39.75928894,-4.9270073
290.6,9.28157137,7.97866193,37.71851649,-4.9270073
290.8,9.35725253,7.97715434,38.13280592,-4.9270073
291.0,9.41356904,7.97564675,40.23879328,-4.9270073
291.2,9.4706825,7.97413916,40.49177646,-4.9270073
291.4,9.52842535,7.97263157,40.54223564,-4.9270073
291.6,9.58626321,7.97112399,40.69013795,-4.9270073
291.8,9.64454441,7.9696164,40.69143568,-4.9270073
292.0,9.6575898,7.96810881,40.70399135,-4.9270073
292.2,9.65858454,7.96660122,40.9664742,-4.9270073
292.4,9.63910868,7.96509363,41.31600391,-4.9270073
292.6,9.60653252,7.96358604,38.45500637,-4.9270073
292.8,9.57403537,7.96207845,38.64998241,-4.9270073
293.0,9.54170128,7.96057086,38.34162276,-4.9270073
293.2,9.50942014,7.95906328,37.65477476,-4.9270073
293.4,9.47713511,7.95755569,38.50325358,-4.9270073
293.6,9.44481566,7.9560481,39.3308741,-4.9270073
293.8,9.41252699,7.95454051,39.30092874,-4.9270073
294.0,9.38044784,7.95303292,39.28666212,-4.9270073
294.2,9.34841113,7.95152513,39.44225305,-4.9270073
294.4,9.31597134,7.95004481,39.82497243,-4.9270073
294.6,9.31306984,7.9486674,40.19438714,-4.92686144
294.8,9.27337422,7.94731488,40.38330724,-4.9270251
295.0,9.23415165,7.94551728,40.02499784,-4.92816116
295.2,9.19479395,7.93247882,40.25630935,-4.92754958
295.4,9.15519036,7.87779133,39.68197588,-4.91852243
295.6,9.11556751,7.82347962,38.87235877,-5.00312751
295.8,9.07599325,7.76929022,38.06090541,-5.0680677
296.0,9.03641904,7.71497128,37.37261276,-5.20230915
296.2,8.99684484,7.66062402,37.62108305,-5.33511129
296.4,8.95727063,7.60631941,37.85636601,-5.45595197
296.6,8.91769643,7.55201481,38.08729286,-5.59572077
296.8,8.87812222,7.49771021,37.95835221,-5.59286359
297.0,8.83854479,7.4434056,37.13315859,-5.76961444
297.2,8.79892716,7.389101,36.3112363,-5.85660183
297.4,8.75931942,7.3347964,35.92781764,-5.86290958
297.6,8.71996203,7.28049179,35.76853745,-6.03626391
297.8,8.68162994,7.22618719,35.60426628,-6.01455957
298.0,8.64586551,7.17188258,35.81364842,-6.09880881
298.2,8.61322822,7.11757798,36.10559853,-6.09373707
298.4,8.58019629,7.06327338,36.39793643,-6.09413093
298.6,8.54720995,7.00896877,36.47375976,-6.09487602
298.8,8.51429063,6.95466417,36.05563303,-6.09503637
299.0,8.48137388,6.90035956,35.65615894,-6.09489051
299.2,8.44844814,6.84605496,35.2114544,-6.09489051
299.4,8.4155224,6.79175036,35.07978558,-6.09489051
299.6,8.38259666,6.73744575,36.12930182,-6.09489051
299.8,8.34967092,6.68314115,36.44138461,-6.09489051
300.0,8.31675486,6.62883655,36.81489772,-6.09489051
300.2,8.28381711,6.57454114,36.83886217,-6.09489051
300.4,8.25075199,6.52021577,36.74184875,-6.09489173
300.6,8.21764549,6.46569604,36.29229984,-6.09489078
300.8,8.1852218,6.41106591,35.86380508,-6.09488755
301.0,8.15535561,6.35734754,35.50710732,-6.09489864
301.2,8.14815783,6.31480401,36.04323655,-6.09495245
301.4,8.13977336,6.31677234,35.62142695,-6.09361744
301.6,8.13109142,6.31707132,35.18748775,-6.09164046
301.8,8.12248575,6.31691018,34.91177034,-6.08964837
302.0,8.11393705,6.31687276,34.81815686,-6.08766278
302.2,8.10535836,6.31691649,35.00453069,-6.08568203
302.4,8.09674354,6.31691649,35.25125533,-6.08370159
302.6,8.08811728,6.31691649,35.38797265,-6.0817212
302.8,8.07967916,6.31691649,35.87331973,-6.0797408
303.0,8.07243485,6.31691649,36.26228265,-6.0777604
303.2,8.07278936,6.31691649,36.57690233,-6.07578
303.4,8.07287412,6.31691649,36.64936238,-6.0737996
303.6,8.07289622,6.31691649,36.71095261,-6.0718192
303.8,8.07279051,6.31691649,36.90612584,-6.0698388
304.0,8.07249269,6.31691649,37.15042433,-6.06785841
304.2,8.07154985,6.31691649,37.51473678,-6.06587801
304.4,8.03863892,6.31691649,37.83633978,-6.06389761
304.6,8.00370492,6.31691649,38.21715686,-6.06191721
304.8,7.96849306,6.31691649,39.87887825,-6.05993681
305.0,7.93314712,6.31691649,41.14372118,-6.05795641
305.2,7.8978334,6.31691649,40.42085609,-6.05597602
305.4,7.86255594,6.31691649,40.26458273,-6.05399562
305.6,7.82724162,6.31691649,40.23091575,-6.05201522
305.8,7.79189637,6.31691649,40.22659605,-6.05003482
306.0,7.7566903,6.31691649,40.23154575,-6.04805442
306.2,7.72176105,6.31691649,40.23192491,-6.04607402
306.4,7.68867219,6.31691649,40.22705592,-6.04409362
306.6,7.68768806,6.31691649,40.22931286,-6.04211323
306.8,7.68737184,6.31691649,40.05055076,-6.04013283
307.0,7.68727234,6.31691649,40.11962313,-6.03815243
307.2,7.68732784,6.31691649,38.48964587,-6.03617203
307.4,7.68736617,6.31691649,37.96390348,-6.03419163
307.6,7.68736617,6.31691649,38.22405926,-6.03221123
307.8,7.68736742,6.31691649,38.95203535,-6.03022919
308.0,7.68737906,6.31691649,40.88585321,-6.02824808
308.2,7.68718815,6.31691649,41.59190639,-6.02627217
308.4,7.68662177,6.31691649,41.7955603,-6.0242928
308.6,7.68662569,6.31691649,41.77262032,-6.02230247
308.8,7.71115128,6.31691649,41.51623315,-6.02189876
309.0,7.7715884,6.31691649,40.98147986,-6.02188671
309.2,7.82948806,6.31691649,39.78599671,-6.02189183
309.4,7.88667961,6.31691649,39.11214694,-6.02190003
309.6,7.94382041,6.3169278,38.41128485,-6.02210324
309.8,8.00069985,6.31694823,37.98672413,-6.02187249
310.0,8.05759284,6.31691936,37.78434171,-6.01993559
310.2,8.11505375,6.3167957,39.10449047,-6.01834428
310.4,8.07291671,6.31637918,39.89748281,-6.07790498
310.6,8.01147325,6.30697855,39.92911117,-6.09172843
310.8,7.94891299,6.29778741,39.90298394,-6.09527529
311.0,7.8862568,6.28852721,39.51838853,-6.09550692
311.2,7.8238168,6.27921093,38.91818326,-6.09499667
311.4,7.76146,6.26989789,38.38790046,-6.09489051
311.6,7.69910064,6.26059681,37.48542906,-6.09489051
311.8,7.63674129,6.25129576,38.96510884,-6.09489051
312.0,7.57438193,6.2419947,39.36122226,-6.09489051
312.2,7.51202258,6.23269364,39.5029624,-6.09489051
312.4,7.44966323,6.22339259,40.01670731,-6.09489051
312.6,7.38730387,6.21409153,36.84042983,-6.09489051
312.8,7.32493005,6.20479048,37.31545203,-6.09489051
313.0,7.26257822,6.19548942,37.30949854,-6.09489051
313.2,7.20020385,6.18615369,37.12704664,-6.09489051
313.4,7.13759906,6.17688167,36.57502525,-6.09489051
313.6,7.0746532,6.16766831,37.23860912,-6.09489051
313.8,7.03418454,6.15802705,38.43989134,-6.09474466
314.0,7.01508768,6.14713427,36.97000836,-6.094905
314.2,6.99573534,6.17637551,38.54617218,-6.09579926
314.4,6.97616418,6.22532191,40.62808671,-6.09623487
314.6,6.95649083,6.27466931,40.740603,-6.08985921
314.8,6.93694746,6.32381333,40.83967469,-6.17307392
315.0,6.91759964,6.37281845,40.93936872,-6.15744804
315.2,6.89764928,6.42181707,41.20912187,-6.29992206
315.4,6.87543816,6.4708137,40.3180402,-6.30378206
315.6,6.9215759,6.51981034,40.24715256,-6.46944295
315.8,6.98254441,6.56880697,40.98348685,-6.54407878
316.0,7.04542947,6.61780361,41.40173673,-6.69066514
316.2,7.13090765,6.66680024,40.21662411,-6.67853833
316.4,7.27108709,6.71579688,40.0983622,-6.77293412
316.6,7.41377067,6.76479317,40.18366865,-6.81644158
316.8,7.56243543,6.81387528,39.94912084,-6.95591399
317.0,7.73557122,6.86309328,39.12543916,-7.11737432
