DEPT,ÃÇ,ÏÇ,SP,CALI
3049.0,10.4017145,7.83943198,28.14380157,25.0024568
3049.2,10.28831129,7.58409561,28.24036804,25.13754664
3049.4,10.39391498,7.3922941,28.21320616,25.19558786
3049.6,10.57878883,7.20859359,28.22526876,25.2045105
3049.8,10.77672914,7.02178755,28.42301841,25.21332317
3050.0,11.01862199,6.89646847,28.70294359,25.2358471
3050.2,11.35053611,6.9016738,28.72351805,25.24789439
3050.4,11.74260308,7.01933253,28.19659457,25.21785076
3050.6,12.06030938,7.13909327,27.16216938,25.12886676
3050.8,12.13662764,7.15124667,25.95749392,24.98294758
3051.0,11.92075957,7.0483985,24.9376153,24.80550678
3051.2,11.59756671,6.94239169,24.24891798,24.6457186
3051.4,11.52401824,6.97559322,23.83879582,24.55480123
3051.6,11.96362078,7.20073389,23.60901486,24.55550706
3051.8,12.84090529,7.53507818,23.52399799,24.63824752
3052.0,13.77395026,7.82867808,23.60609087,24.78152192
3052.2,14.36092161,7.98571594,23.87414426,24.95677805
3052.4,14.44732577,8.02532059,24.29264331,25.10871537
3052.6,14.14969234,8.03024416,24.75478582,25.15566957
3052.8,13.70196432,8.04636714,25.11866674,25.0441905
3053.0,13.313526,8.03300743,25.2913522,24.81445893
3053.2,13.11709747,7.90806052,25.29626275,24.59465724
3053.4,13.16418589,7.64010398,25.24595162,24.51223267
3053.6,13.43870057,7.30112699,25.23257164,24.59991813
3053.8,13.89400909,7.03417716,25.25261745,24.78392402
3054.0,14.47765781,6.96040629,25.25333679,24.95556796
3054.2,15.0964229,7.10235286,25.23027945,25.0520907
3054.4,15.57906916,7.38589742,25.2392911,25.07653931
3054.6,15.7632486,7.71173896,25.30130827,25.05876048
3054.8,15.66916413,8.02177123,25.32033255,25.01337689
3055.0,15.54348947,8.30741901,25.14475362,24.93973033
3055.2,15.65773549,8.57855494,24.73176019,24.85383084
3055.4,16.06021242,8.84317103,24.22904887,24.80441838
3055.6,16.55056225,9.10514918,23.86341387,24.83982719
3055.8,16.88312726,9.35232769,23.7313809,24.95706622
3056.0,16.93694786,9.53857201,23.71206894,25.09090622
3056.2,16.69531096,9.6018522,23.61230982,25.16587907
3056.4,16.17667213,9.52793363,23.38641037,25.16394811
3056.6,15.46896673,9.393374,23.19112329,25.14006396
3056.8,14.8155059,9.32248684,23.20190747,25.16946134
3057.0,14.56806284,9.38645454,23.4021977,25.27648035
3057.2,14.96988994,9.54594573,23.60251957,25.41086175
3057.4,15.93410923,9.69171525,23.68565282,25.49400903
3057.6,17.02377871,9.73182704,23.78799813,25.48968093
3057.8,17.68140678,9.64338128,24.18922098,25.43362859
3058.0,17.5745841,9.46396799,25.02251636,25.39301877
3058.2,16.81474507,9.25923631,26.13970211,25.39903482
3058.4,15.86957217,9.09676471,27.27188558,25.42575346
3058.6,15.2237406,9.02570332,28.26875505,25.43538061
3058.8,15.06742388,9.05885371,29.13742848,25.42776839
3059.0,15.26048335,9.16970496,29.89303206,25.42771317
3059.2,15.53146258,9.30771133,30.4652279,25.42834895
3059.4,15.67241245,9.41920814,30.7833842,25.37650127
3059.6,15.58754359,9.46123732,30.89271798,25.23130346
3059.8,15.27239419,9.41090637,30.9180668,25.02448635
3060.0,14.82255933,9.27759625,30.92855908,24.83999044
3060.2,14.42195246,9.1109574,30.8964633,24.73280662
3060.4,14.23772436,8.98520048,30.79850612,24.68708424
3060.6,14.31038436,8.95979396,30.70625559,24.65892512
3060.8,14.57387954,9.04495334,30.73166193,24.63968007
3061.0,14.96058368,9.19945101,30.89909153,24.6554285
3061.2,15.41821653,9.35952592,31.11372555,24.71326888
3061.4,15.81307206,9.47036739,31.25768264,24.77725602
3061.6,15.91069469,9.50163915,31.29409958,24.81265377
3061.8,15.55606786,9.44971897,31.27221226,24.83539564
3062.0,14.89018216,9.33858682,31.2470655,24.89207753
3062.2,14.32299801,9.2141937,31.23283534,24.98668291
3062.4,14.24634677,9.12563333,31.22548779,25.05163942
3062.6,14.74272602,9.10334024,31.23796245,25.01335843
3062.8,15.53513872,9.15129821,31.27933194,24.88342052
3063.0,16.17519918,9.25215839,31.30720429,24.76535364
3063.2,16.30575747,9.37205292,31.24152167,24.7555911
3063.4,15.84604065,9.46379707,31.06152,24.8455437
3063.6,15.02095457,9.48145131,30.87495057,24.93337425
3063.8,14.21169166,9.40901981,30.85192157,24.93129411
3064.0,13.70565412,9.27551181,31.06308153,24.84960501
3064.2,13.53608941,9.1347376,31.39472187,24.7711746
3064.4,13.54624213,9.02584127,31.64869596,24.75491472
3064.6,13.59807043,8.95546622,31.74167746,24.78203983
3064.8,13.69467483,8.91561773,31.78663063,24.799651
3065.0,13.91603616,8.90898555,31.96536397,24.7989949
3065.2,14.27923955,8.95050983,32.32982715,24.82946651
3065.4,14.68496667,9.04254152,32.75280787,24.93066762
3065.6,14.97447402,9.15199736,33.07576295,25.06543198
3065.8,15.02724413,9.21574199,33.27328428,25.13875091
3066.0,14.84347766,9.17582716,33.4532774,25.0910924
3066.2,14.57147509,9.01991416,33.71493578,24.96502562
3066.4,14.42199753,8.7950474,34.04953224,24.87035988
3066.6,14.49548741,8.57883234,34.38361319,24.88149316
3066.8,14.68744766,8.42912329,34.675504,24.97641633
3067.0,14.79697845,8.35376223,34.92813759,25.07912319
3067.2,14.73256391,8.3228953,35.13064168,25.15408208
3067.4,14.55973484,8.30420139,35.24337461,25.23926901
3067.6,14.34151054,8.28693874,35.26006727,25.37820073
3067.8,14.00404546,8.28117825,35.259752,25.53325148
3068.0,13.42233559,8.3055294,35.35546221,25.59061225
3068.2,12.61084928,8.37567993,35.58995321,25.46669072
3068.4,11.76440147,8.49072071,35.89592233,25.20369362
3068.6,11.10337282,8.61734413,36.15475815,24.95052884
3068.8,10.72446252,8.69760348,36.28879932,24.84323936
3069.0,10.60384233,8.69219658,36.30000641,24.89903331
3069.2,10.67465804,8.6177146,36.23561495,25.01825566
3069.4,10.85565012,8.52419154,36.12679368,25.080643
3069.6,11.04100688,8.42631902,35.96434891,25.0486435
3069.8,11.13417746,8.27517885,35.72923881,24.99529337
3070.0,11.11532069,8.02134986,35.42939482,25.03741855
3070.2,11.0525023,7.69657731,35.10080705,25.23179829
3070.4,11.0295615,7.40648776,34.7793793,25.52702739
3070.6,11.07057647,7.23007941,34.49786181,25.81708787
3070.8,11.12443205,7.14557491,34.30895048,26.04242969
3071.0,11.10309476,7.06736337,34.27464035,26.23319994
3071.2,10.93703416,6.93852143,34.40015104,26.44890342
3071.4,10.62535376,6.76443298,34.59215382,26.68992577
3071.6,10.25280923,6.56591544,34.72447935,26.88424148
3071.8,9.94681763,6.33551979,34.75829239,26.95989812
3072.0,9.79039051,6.0569617,34.77602879,26.92074054
3072.2,9.7700628,5.74857863,34.8791549,26.84583118
3072.4,9.80581034,5.46126046,35.06841249,26.8180176
3072.6,9.82711746,5.23567239,35.24549306,26.84909698
3072.8,9.8187947,5.08042238,35.31976948,26.86605263
3073.0,9.80302175,4.99126769,35.28838424,26.77299327
3073.2,9.79839574,4.96869907,35.22036871,26.54450369
3073.4,9.80454545,4.99992818,35.1930392,26.26799084
3073.6,9.81216154,5.03488931,35.251965,26.08306547
3073.8,9.81539139,5.006041,35.40110199,26.06748217
3074.0,9.8121445,4.88668939,35.59965497,26.1791046
3074.2,9.80283839,4.72056074,35.76815168,26.31161926
3074.4,9.79637782,4.58647896,35.82924399,26.3876455
3074.6,9.8063557,4.53629475,35.75893837,26.39093222
3074.8,9.82883102,4.57249844,35.59933788,26.33507577
3075.0,9.83382582,4.67692297,35.417227,26.24503007
3075.2,9.79714222,4.83690129,35.25180294,26.17649799
3075.4,9.75267543,5.02826669,35.09447946,26.19921359
3075.6,9.79301223,5.18930224,34.90718364,26.31337405
3075.8,9.98582369,5.24461276,34.65959093,26.399495
3076.0,10.27764591,5.17475948,34.36178915,26.31554971
3076.2,10.49935846,5.04873384,34.07192639,26.076067
3076.4,10.4983923,4.97021763,33.86221255,25.90239287
3076.6,10.27464082,4.98730538,33.76167846,26.03574981
3076.8,9.98340928,5.06367275,33.7333531,26.475783
3077.0,9.79634619,5.13586569,33.72012436,26.93235046
3077.2,9.76191879,5.17745982,33.71275025,27.06930467
3077.4,9.79966856,5.19665271,33.75949011,26.81214387
3077.6,9.81687782,5.18951677,33.89825101,26.42000221
3077.8,9.80568534,5.13055147,34.09134478,26.25519309
3078.0,9.81557434,5.01827878,34.24452931,26.46757306
3078.2,9.84717625,4.90676584,34.2957968,26.87347834
3078.4,9.81424918,4.86563005,34.26964366,27.11849543
3078.6,9.63565041,4.90864182,34.23826875,26.97057027
3078.8,9.33989731,4.97956256,34.24053583,26.4974114
3079.0,9.0306741,5.01179835,34.25550155,25.9985602
3079.2,8.7604841,4.99077827,34.25318806,25.76846349
3079.4,8.50789159,4.95453985,34.24314557,25.89346536
3079.6,8.32041962,4.95588842,34.25552618,26.23304468
3079.8,8.40365687,5.03284486,34.2827065,26.56719471
3080.0,8.95130856,5.20004783,34.27566183,26.76090187
3080.2,9.87497507,5.44223258,34.20661523,26.81684936
3080.4,10.80667781,5.70856477,34.101994,26.8071791
3080.6,11.45897353,5.93168259,33.98818139,26.78077003
3080.8,11.93715099,6.0628764,33.82361813,26.73795341
3081.0,12.59120245,6.08241255,33.52727167,26.67229385
3081.2,13.54158237,5.98423243,33.08944731,26.61487846
3081.4,14.42440946,5.77485677,32.61497436,26.62067224
3081.6,14.67784013,5.50064305,32.23456194,26.70749243
3081.8,14.07138641,5.25462026,31.99109026,26.81761424
3082.0,12.93407722,5.12230825,31.84108002,26.86010551
3082.2,11.90594524,5.12418778,31.75243933,26.79756234
3082.4,11.54202843,5.23495623,31.75028254,26.67977641
3082.6,11.86295859,5.45702626,31.86075841,26.58116088
3082.8,12.7267226,5.83231607,32.04725755,26.51159771
3083.0,13.84290328,6.3579059,32.24081654,26.40550425
3083.2,14.92159684,6.92606874,32.4167897,26.20294541
3083.4,15.78676328,7.39736814,32.60677667,25.92863563
3083.6,16.55441175,7.73913796,32.83873209,25.68879433
3083.8,17.48804763,8.05697444,33.10235298,25.59180482
3084.0,18.62883894,8.47070704,33.38472413,25.66631661
3084.2,19.81705263,8.98188604,33.7078934,25.8364123
3084.4,20.91817662,9.48069518,34.10276764,25.97107614
3084.6,21.66051955,9.86227002,34.55183189,25.98639823
3084.8,21.54065268,10.10725617,34.98704521,25.92631684
3085.0,20.38181631,10.25138283,35.35228179,25.93065608
3085.2,18.73959924,10.31723844,35.65139277,26.08826521
3085.4,17.35027002,10.29671504,35.93040758,26.31240219
3085.6,16.3521487,10.1835746,36.22744046,26.39258458
3085.8,15.68677972,9.99360392,36.54815028,26.19717481
3086.0,15.15029883,9.75022273,36.87407743,25.8193915
3086.2,14.5774035,9.4750547,37.17337933,25.50248105
3086.4,14.02742234,9.20382677,37.40198465,25.42039857
3086.6,13.68007228,8.99517618,37.52534514,25.54274784
3086.8,13.6203107,8.89974798,37.56306083,25.70364114
3087.0,13.75480079,8.90688688,37.59897991,25.77232964
3087.2,13.94813804,8.93135698,37.71884357,25.74334122
3087.4,14.18197166,8.87072328,37.92410954,25.68749472
3087.6,14.5076041,8.68899333,38.1272974,25.65884623
3087.8,14.84721078,8.45289833,38.24475684,25.66333539
3088.0,14.92715959,8.28009783,38.27652589,25.69077125
3088.2,14.50499157,8.24827267,38.28280992,25.73916584
3088.4,13.65515216,8.34683033,38.28892568,25.79602289
3088.6,12.75873359,8.50348283,38.2478072,25.81967223
3088.8,12.20174978,8.64298985,38.10851434,25.77291922
3089.0,12.09761988,8.71755492,37.90387785,25.67913522
3089.2,12.30108415,8.7034628,37.74449448,25.62129599
3089.4,12.62202223,8.59601523,37.71210616,25.66194988
3089.6,12.96705535,8.41755198,37.762838,25.77118437
3089.8,13.31594582,8.22217195,37.74955961,25.85174012
3090.0,13.64259437,8.07544974,37.54962441,25.83533863
3090.2,13.90008642,8.01704866,37.17072703,25.74191946
3090.4,14.04871984,8.03710755,36.74056235,25.64828861
3090.6,14.05980769,8.08769884,36.39731318,25.62083777
3090.8,13.8967821,8.12436657,36.18980319,25.67592704
3091.0,13.52118557,8.14491759,36.06781058,25.77701764
3091.2,12.94570096,8.18891847,35.9472017,25.84613128
3091.4,12.29070693,8.29133611,35.77830884,25.79776852
3091.6,11.77678172,8.43160567,35.56885017,25.59816274
3091.8,11.61426281,8.53346256,35.36846865,25.30403248
3092.0,11.8536906,8.52463492,35.23701289,25.03127796
3092.2,12.33110395,8.39935477,35.2081966,24.87766298
3092.4,12.78401358,8.21921575,35.25523596,24.87399966
3092.6,13.05395616,8.05842937,35.29483278,24.99591346
3092.8,13.18680577,7.95696702,35.24597875,25.19363047
3093.0,13.35400944,7.9217638,35.0968344,25.40164445
3093.2,13.69148275,7.9505404,34.90977198,25.54856726
3093.4,14.19361686,8.03591055,34.7603706,25.59367238
3093.6,14.71221074,8.15527922,34.68479683,25.56090402
3093.8,15.03104878,8.27838595,34.68646335,25.518753
3094.0,14.97625936,8.38846268,34.76581505,25.51438307
3094.2,14.52151913,8.48223692,34.91634737,25.53240021
3094.4,13.82362272,8.54465136,35.09704073,25.52159777
3094.6,13.14147239,8.54244522,35.23734053,25.45371794
3094.8,12.6775967,8.46380655,35.28979711,25.34966994
3095.0,12.46373929,8.35877156,35.27166095,25.25575622
3095.2,12.38719904,8.31350129,35.24087135,25.20149113
3095.4,12.32606549,8.36846048,35.23543152,25.18310056
3095.6,12.26834867,8.46760236,35.24806643,25.17996619
3095.8,12.30717421,8.50153199,35.25536009,25.18146745
3096.0,12.53053953,8.40526117,35.25355053,25.19906491
3096.2,12.92458977,8.21593089,35.25386375,25.25451159
3096.4,13.38648157,8.04186506,35.25669877,25.35479165
3096.6,13.81314682,7.98217573,35.24984169,25.47891978
3096.8,14.1469198,8.06420198,35.23541807,25.58669522
3097.0,14.32436595,8.23375609,35.2377475,25.64962857
3097.2,14.22395719,8.39114648,35.26874158,25.68037849
3097.4,13.74321058,8.44737919,35.29346629,25.72822358
3097.6,12.9714485,8.3713344,35.2471766,25.83094192
3097.8,12.24580301,8.20340641,35.10104518,25.96554233
3098.0,11.95597015,8.02565529,34.90334614,26.058953
3098.2,12.25220666,7.91165542,34.74739242,26.06287277
3098.4,12.94013372,7.88900482,34.69524905,26.01336458
3098.6,13.66555564,7.93648957,34.73069103,26.0000588
3098.8,14.17256716,8.01070767,34.78128705,26.06922988
3099.0,14.38471621,8.07715589,34.78306231,26.1723458
3099.2,14.31998073,8.12455003,34.73347829,26.21767751
3099.4,14.02074979,8.16203538,34.69420024,26.16745614
3099.6,13.58333851,8.2062685,34.74298764,26.06782341
3099.8,13.17665904,8.27246116,34.90439926,25.98430622
3100.0,12.9613299,8.36896621,35.11441832,25.92621633
3100.2,13.00827907,8.4939943,35.26198558,25.85330184
3100.4,13.31099967,8.64139121,35.28647363,25.75739772
3100.6,13.80535233,8.81134863,35.23864836,25.7166979
3100.8,14.30353866,9.00415786,35.22654072,25.84270568
3101.0,14.46823724,9.18860818,35.28537345,26.15935893
3101.2,14.03149812,9.28185647,35.31171367,26.54093773
3101.4,13.12078566,9.19320631,35.14880997,26.79073489
3101.6,12.26545461,8.91201917,34.7505191,26.79888153
3101.8,11.93505339,8.55254271,34.24993095,26.6270973
3102.0,12.06757215,8.28982247,33.85758547,26.44211769
3102.2,12.13492362,8.23638129,33.68940896,26.37158662
3102.4,11.67618604,8.36997541,33.69741079,26.42312206
3102.6,10.69459174,8.56008647,33.75296488,26.52373282
3102.8,9.54513111,8.64674665,33.77345495,26.60754191
3103.0,8.56243714,8.51034187,33.76206521,26.6571668
3103.2,7.88200043,8.11578636,33.74862727,26.68629789
3103.4,7.52043024,7.53246139,33.73602765,26.71071494
3103.6,7.46129963,6.90852388,33.71856396,26.73663509
3103.8,7.6223537,6.39577869,33.73203016,26.75513755
3104.0,7.84153947,6.07421766,33.8480633,26.73941298
3104.2,7.99223327,5.93660491,34.09811579,26.66912514
3104.4,8.09774256,5.92527115,34.41185861,26.57580459
3104.6,8.27155267,5.96255756,34.65510217,26.55092434
3104.8,8.53435814,5.95754308,34.74684992,26.66436692
3105.0,8.72168568,5.82954028,34.73672205,26.85976951
3105.2,8.60951703,5.56092236,34.75655992,26.95760035
3105.4,8.14578751,5.2327448,34.88968132,26.80496675
3105.6,7.55906264,4.98744022,35.09316202,26.43641612
3105.8,7.2175618,4.94062082,35.25244928,26.06448649
3106.0,7.34909886,5.1133422,35.30035963,25.89709322
3106.2,7.87104973,5.42772564,35.27082017,25.97324801
3106.4,8.50095849,5.75364824,35.24057234,26.1827251
3106.6,9.02311797,5.97335474,35.24211683,26.41273793
3106.8,9.43679902,6.03788783,35.25103552,26.63342947
3107.0,9.84371609,5.98675393,35.2455539,26.85089692
3107.2,10.24583115,5.910338,35.24515707,27.03548906
3107.4,10.50600101,5.87751917,35.2716135,27.13428182
3107.6,10.50828606,5.88719228,35.29419275,27.13072435
3107.8,10.29472287,5.88561732,35.24463882,27.05346773
3108.0,10.00420513,5.82777295,35.09695719,26.93061329
3108.2,9.70159124,5.71978408,34.90905635,26.77085187
3108.4,9.34065611,5.61474003,34.76942913,26.59339627
3108.6,8.91563966,5.57660329,34.71308763,26.43490066
3108.8,8.58841404,5.64309881,34.71213676,26.29803835
3109.0,8.57674054,5.80833728,34.73658985,26.13068716
3109.2,8.91390961,6.03016519,34.78211365,25.90560159
3109.4,9.38473137,6.26268371,34.82222831,25.71935339
3109.6,9.73902945,6.49210957,34.77603404,25.74634984
3109.8,9.9269704,6.73957011,34.57371984,26.05613662
3110.0,10.07250294,7.01370833,34.25340983,26.51584171
3110.2,10.24960416,7.26297254,33.94482098,26.92380463
3110.4,10.36928094,7.3978894,33.73404832,27.21295661
3110.6,10.30911791,7.38153006,33.57717385,27.45772498
3110.8,10.08063353,7.28891057,33.37742096,27.68302468
3111.0,9.82000706,7.24319278,33.12066594,27.75189762
3111.2,9.66431281,7.27774231,32.89276605,27.51535677
3111.4,9.67716801,7.27436439,32.7633256,27.03931031
3111.6,9.85035817,7.06156144,32.6970843,26.60041528
3111.8,10.09767381,6.58607337,32.60216309,26.42835299
3112.0,10.26780648,5.98340446,32.439937,26.49451205
3112.2,10.28851739,5.47991918,32.26399433,26.58713009
3112.4,10.3323907,5.21971725,32.16496917,26.5601333
3112.6,10.73564325,5.1717927,32.18982381,26.45727731
3112.8,11.65092641,5.19408105,32.2969456,26.39775154
3113.0,12.82296038,5.18859497,32.3635657,26.3989006
3113.2,13.81335421,5.21120931,32.25501586,26.3514809
3113.4,14.42242888,5.42983043,31.93548967,26.1558138
3113.6,14.66844211,5.95629088,31.52932752,25.84766169
3113.8,15.55003834,6.69547256,31.24129912,25.57923362
3114.0,16.87124351,7.369564,31.18000605,25.48531922
3114.2,18.00912656,7.72968603,31.25573441,25.57343958
3114.4,18.95021703,7.77535585,31.27444117,25.73430516
3114.6,20.15398304,7.77168938,31.12985231,25.84798089
3114.8,21.58422126,8.02712449,30.8945222,25.86826416
3115.0,22.49643267,8.63112342,30.72400894,25.82080735
3115.2,22.2744158,9.39355978,30.69548634,25.74458116
3115.4,21.18397475,10.03443574,30.74955699,25.65674126
3115.6,20.14426751,10.4292093,30.77643293,25.5690836
3115.8,19.79440199,10.67781251,30.73857964,25.50934232
3116.0,20.02884031,10.95560214,30.70130303,25.50876655
3116.2,20.51328512,11.324564,30.75157634,25.5668339
3116.4,21.26403203,11.69382196,30.90227373,25.63919913
3116.6,22.34828334,11.93871277,31.08177377,25.66646218
3116.8,23.42081966,12.03060767,31.21564495,25.6240808
3117.0,23.9884524,12.04110089,31.30186044,25.55348869
3117.2,23.71823146,12.04087341,31.40013502,25.5454643
3117.4,22.45641372,12.01435909,31.55473358,25.67415918
3117.6,20.74287366,11.87627722,31.74660753,25.92031548
3117.8,19.96754656,11.56892332,31.92709511,26.15709405
3118.0,20.63229995,11.1393541,32.08226943,26.23487099
3118.2,20.91658024,10.72273285,32.2421665,26.1043219
3118.4,18.77560891,10.45128202,32.4290691,25.86180742
3118.6,14.99540841,10.37080296,32.61504613,25.66697456
3118.8,12.26224047,10.43820961,32.74338112,25.60852693
3119.0,11.71788127,10.58262467,32.78579085,25.64872179
3119.2,12.33648894,10.75082245,32.76804149,25.68859061
3119.4,13.07952995,10.88942019,32.74164555,25.67506882
3119.6,13.7884092,10.9183515,32.73774857,25.65022939
3119.8,14.42684886,10.77180574,32.75108508,25.71181409
3120.0,14.92325531,10.47239377,32.75931838,25.92722697
3120.2,15.38716244,10.1296763,32.75177171,26.26204174
3120.4,15.65993432,9.8300922,32.74049061,26.57563539
3120.6,15.27474224,9.544595,32.74292869,26.70112434
3120.8,14.34707419,9.18250942,32.75861952,26.56850925
3121.0,13.73785211,8.73773668,32.76500349,26.27424837
3121.2,13.94225145,8.33750197,32.74218463,26.0215528
3121.4,14.41785423,8.11179426,32.71031217,25.96745404
3121.6,14.2945269,8.03126112,32.7330201,26.10788923
3121.8,13.41157601,7.9182365,32.86745009,26.2982925
3122.0,12.40284993,7.63779132,33.10765061,26.38285387
3122.2,11.90683562,7.25660277,33.38088708,26.31342507
3122.4,12.01191299,6.98838839,33.60914732,26.16659105
3122.6,12.47073829,6.98519887,33.7735356,26.06092294
3122.8,13.17228766,7.20419134,33.91442008,26.05190405
3123.0,14.04609905,7.47828889,34.07409871,26.09307018
3123.2,14.91952697,7.69707164,34.25163042,26.09663216
3123.4,15.66096865,7.89436884,34.42069191,26.03770557
3123.6,16.08123564,8.16299104,34.57658769,25.9913121
3123.8,16.05612263,8.51237491,34.74515853,26.04976946
3124.0,15.69108178,8.84346031,34.94005328,26.20572586
3124.2,15.35380167,9.06491153,35.12473663,26.33521759
3124.4,15.4720948,9.20647365,35.24093344,26.30381453
3124.6,16.19874664,9.38048604,35.27358254,26.09449357
3124.8,17.21256087,9.63083403,35.26789467,25.82764674
3125.0,17.90875898,9.86673203,35.27158794,25.66294226
3125.2,17.8814855,9.98236012,35.27558312,25.67488482
3125.4,17.27411,10.01292539,35.2320761,25.80447041
3125.6,16.67057744,10.10723774,35.11709612,25.92974825
3125.8,16.63318849,10.32198726,34.95440018,25.99263535
3126.0,17.17672257,10.49061549,34.77370491,26.05362865
3126.2,17.63369974,10.35574793,34.57709917,26.200677
3126.4,17.99678344,9.83454388,34.36102827,26.40300948
3126.6,18.13651339,9.11934278,34.14297118,26.49269072
3126.8,17.71522271,8.50765825,33.94071392,26.3314076
3127.0,17.02844242,8.15997198,33.74320473,25.98667384
3127.2,16.66706373,8.02761918,33.5248714,25.69821218
3127.4,16.30111855,7.97515686,33.28075099,25.65398614
3127.6,15.45756817,7.93531866,33.01896052,25.8219897
3127.8,15.35501883,7.95601838,32.72418988,26.01865379
3128.0,17.739852,8.14273289,32.37498073,26.11161798
3128.2,21.79241185,8.56754029,32.01688907,26.11625917
3128.4,24.56983551,9.20691959,31.77045023,26.11014293
3128.6,24.83561969,9.94529785,31.7122153,26.11044549
3128.8,24.2007136,10.65273888,31.76217383,26.06563127
3129.0,24.19633292,11.27120392,31.7476367,25.9402339
3129.2,24.06859729,11.82463347,31.59363603,25.76729324
3129.4,24.36272308,12.34492302,31.40037089,25.61462917
3129.6,24.63745873,12.81266226,31.29623031,25.5257164
3129.8,24.53542977,13.18908115,31.25235936,25.50057427
3130.0,24.01216452,13.49022053,31.10457593,25.51596382
3130.2,23.24317734,13.78808969,30.75362988,25.54870205
3130.4,22.42530232,14.12045375,30.28891682,25.58062671
3130.6,21.63112118,14.41905701,29.8939769,25.60526104
3130.8,20.79455352,14.56308822,29.66299552,25.63767981
3131.0,19.84683058,14.50985497,29.54204982,25.70641591
3131.2,18.87289793,14.34855451,29.42937688,25.81890958
3131.4,18.06412892,14.19761467,29.29296122,25.93475731
3131.6,17.5023161,14.06015869,29.18396008,25.98766772
3131.8,17.02312136,13.82202005,29.16835743,25.94529633
3132.0,16.35642072,13.40674555,29.26201599,25.84569801
3132.2,15.41883036,12.8954497,29.4219968,25.76887671
3132.4,14.44300682,12.45023152,29.58296743,25.77176344
3132.6,13.81883327,12.12719181,29.70438722,25.84644081
3132.8,13.80657954,11.81167752,29.79611267,25.93189517
3133.0,14.37358981,11.36305713,29.90164452,25.96074725
3133.2,15.26918884,10.79577523,30.05209975,25.90598118
3133.4,16.25185986,10.28558847,30.23845027,25.80202663
3133.6,17.25517509,10.0093486,30.42723996,25.72409824
3133.8,18.35142894,10.00114299,30.59758772,25.73181236
3134.0,19.5675425,10.15620887,30.75365928,25.81949509
3134.2,20.75309115,10.32933615,30.90949663,25.9235819
3134.4,21.63828619,10.41459686,31.07523556,25.98813719
3134.6,22.00437441,10.36842302,31.25291675,26.02127223
3134.8,21.80908044,10.21129276,31.43614397,26.07413368
3135.0,21.21728339,10.02694426,31.60638875,26.16271585
3135.2,20.59280352,9.93765352,31.73578994,26.22669327
3135.4,20.43216214,10.04580816,31.80216227,26.18214213
3135.6,21.16044142,10.3698714,31.79871458,26.01626463
3135.8,22.83376856,10.82513634,31.7314553,25.81546665
3136.0,25.00469691,11.27926786,31.60928252,25.69090892
3136.2,26.95401169,11.64794367,31.44295095,25.67983891
3136.4,28.16350734,11.94926723,31.25030332,25.72551955
3136.6,28.63116339,12.25509029,31.0588686,25.74927005
3136.8,28.74495483,12.59498319,30.89573955,25.72770449
3137.0,28.85564561,12.93008095,30.77634012,25.69838341
3137.2,28.95419177,13.2267395,30.70709281,25.70377185
3137.4,28.73286091,13.52057389,30.69642091,25.74513842
3137.6,27.89285032,13.86531234,30.75748603,25.78950414
3137.8,26.38081092,14.22518981,30.89529554,25.80643988
3138.0,24.38683817,14.4643826,31.08490689,25.79018053
3138.2,22.27488172,14.47101856,31.25993164,25.75408824
3138.4,20.35199125,14.27928892,31.33652408,25.71440882
3138.6,18.92823929,14.05676671,31.26654103,25.68047595
3138.8,18.62278727,13.97625204,31.08068435,25.6518278
3139.0,19.58051411,14.09961171,30.87707103,25.62047529
3139.2,21.30844873,14.35327162,30.75086702,25.57700956
3139.4,23.03077837,14.58312019,30.72354215,25.5196062
3139.6,23.96373666,14.6441787,30.7406047,25.4572817
3139.8,23.67207645,14.48691629,30.74188049,25.40214077
3140.0,22.50433094,14.19452599,30.72923124,25.3569305
3140.2,21.33606304,13.93136905,30.75954743,25.31180375
3140.4,20.6976947,13.82286113,30.87598983,25.25785087
3140.6,20.4937678,13.8683669,31.05979998,25.20853288
3140.8,20.51686381,13.96711148,31.25566248,25.20468303
3141.0,20.7550177,14.03330471,31.43019543,25.28693864
3141.2,21.20708686,14.07500648,31.58944392,25.45150058
3141.4,21.9581719,14.14470472,31.74956341,25.63470569
3141.6,22.53470268,14.21830696,31.91163258,25.75641375
3141.8,22.54208792,14.15436815,32.07362718,25.79198911
3142.0,21.90186955,13.80987689,32.24519609,25.79710108
3142.2,20.98263162,13.20012943,32.43450009,25.85018365
3142.4,20.18134737,12.51294389,32.61890988,25.96729722
3142.6,19.48788946,11.9413067,32.74851265,26.08471816
3142.8,18.58756397,11.51823741,32.78961495,26.13163731
3143.0,17.35519331,11.14343119,32.76296895,26.11025537
3143.2,16.06226349,10.75190225,32.7313367,26.09136704
3143.4,15.02162595,10.39800788,32.74248362,26.13314023
3143.6,14.177959,10.14923689,32.78067466,26.22026596
3143.8,13.21900939,9.95202911,32.77319235,26.28995945
3144.0,12.05242077,9.66896692,32.64923379,26.30376393
3144.2,10.987653,9.24054793,32.40193377,26.28239593
3144.4,10.41348248,8.75255206,32.10086695,26.27644556
3144.6,10.54742287,8.32499106,31.85004052,26.32265005
3144.8,10.45232977,7.9833119,31.72356044,26.43004583
3145.0,10.32631297,7.67716805,31.71953337,26.58631274
3145.2,10.53525163,7.38474427,31.76575799,26.76168456
