DEPT,ÃÇ,ÏÇ,SP,CALI
3032.2,5.43593136,12.15113348,32.40903014,25.14190833
3032.4,5.71755518,11.85051061,32.58330859,25.18236497
3032.6,6.07516752,11.64581066,32.72505732,25.23361121
3032.8,6.09103331,11.47153,32.83232519,25.2846415
3033.0,5.56569219,11.22802713,32.90917307,25.31749372
3033.2,5.02309573,10.88075171,32.93800918,25.31408214
3033.4,5.45916672,10.48628379,32.89765848,25.26723618
3033.6,7.37011955,10.14941649,32.80376104,25.18794416
3033.8,10.0973568,9.96675521,32.71547124,25.09924755
3034.0,12.31357851,9.97176053,32.6957082,25.0206139
3034.2,13.19680911,10.09138085,32.75258882,24.95915249
3034.4,13.04291533,10.17076764,32.81619622,24.9166869
3034.6,12.75815889,10.09010644,32.78406205,24.90057328
3034.8,12.92630824,9.86562932,32.59499188,24.91832179
3035.0,13.43931481,9.59954336,32.27408089,24.96300252
3035.2,13.84076031,9.32087881,31.92097413,25.01619859
3035.4,13.80532475,8.92536478,31.66378352,25.07214745
3035.6,13.29642248,8.3166814,31.60284506,25.14593111
3035.8,12.47322553,7.5788405,31.76364279,25.24133947
3036.0,11.57048745,6.94831161,32.07853617,25.31661499
3036.2,10.79108208,6.60683456,32.42526335,25.3062782
3036.4,10.19951204,6.54084199,32.71101957,25.19294404
3036.6,9.72745222,6.60845802,32.93244003,25.04327436
3036.8,9.34303657,6.69634442,33.14587923,24.95208021
3037.0,9.18433003,6.77946422,33.38054602,24.95608351
3037.2,9.48239374,6.86535125,33.59677423,25.02298854
3037.4,10.30057432,6.94397154,33.73757501,25.11941713
3037.6,11.3911161,7.01034853,33.80853881,25.2528505
3037.8,12.34921843,7.10366745,33.88513585,25.42235446
3038.0,12.90759899,7.29584131,34.03624044,25.55640834
3038.2,13.077341,7.63119604,34.25454811,25.54938843
3038.4,13.03314903,8.07661126,34.46880796,25.37961904
3038.6,12.92819086,8.5314466,34.61572068,25.16384702
3038.8,12.85226805,8.90152997,34.69887189,25.06473417
3039.0,12.9018576,9.17798092,34.78012554,25.14618084
3039.2,13.17196275,9.43379596,34.91696216,25.33461641
3039.4,13.64969388,9.72837308,35.10152208,25.51357737
3039.6,14.1906696,10.02950221,35.25897487,25.62899169
3039.8,14.67980571,10.26552386,35.31344451,25.69274711
3040.0,15.18128991,10.45058396,35.26716243,25.71385351
3040.2,15.86256857,10.70688299,35.21049932,25.6656505
3040.4,16.76957756,11.12334053,35.2350236,25.52864873
3040.6,17.74558797,11.62972565,35.32422824,25.34203985
3040.8,18.56666768,12.06531543,35.3229634,25.18052292
3041.0,19.11651879,12.37082298,35.03636954,25.08084852
3041.2,19.40582593,12.64790974,34.38772736,25.01054422
3041.4,19.47956823,12.99608479,33.50387287,24.92811876
3041.6,19.36308055,13.33977494,32.64197491,24.86149047
3041.8,19.06329779,13.48792473,32.01647109,24.88718668
3042.0,18.5814626,13.36013888,31.67714966,25.01786474
3042.2,17.934097,13.08283862,31.52808796,25.14115377
3042.4,17.2010792,12.82197289,31.43498141,25.11845288
3042.6,16.51493235,12.5655924,31.30686473,24.95575117
3042.8,15.92724236,12.14527495,31.10926188,24.83871893
3043.0,15.28174813,11.48090128,30.8528894,24.95529791
3043.2,14.31856186,10.74012153,30.58650654,25.28276434
3043.4,12.98330095,10.20050049,30.37806401,25.58231019
3043.6,11.5873985,9.96711781,30.26461052,25.62082859
3043.8,10.57914797,9.86805243,30.20905167,25.38990966
3044.0,10.16087938,9.63937183,30.12145013,25.09749521
3044.2,10.19150455,9.18303436,29.94266477,24.96014806
3044.4,10.44857065,8.63066324,29.72355469,25.02202518
3044.6,10.87766011,8.19303194,29.60953307,25.16739827
3044.8,11.53664789,7.9810152,29.72740739,25.27268306
3045.0,12.37964547,7.95528808,30.06982022,25.31808932
3045.2,13.20827161,7.9975173,30.4783103,25.35632553
3045.4,13.82725625,8.00670204,30.74524529,25.40544839
3045.6,14.1601151,7.95584817,30.74615666,25.40326589
3045.8,14.20252424,7.89435557,30.49177768,25.27179316
3046.0,13.94367501,7.90187006,30.07525969,25.00881182
3046.2,13.41493857,8.0271023,29.58644592,24.70409355
3046.4,12.78025734,8.25791699,29.0769539,24.46982297
3046.6,12.2982426,8.55444617,28.58636478,24.36883253
3046.8,12.14926459,8.89669145,28.16846788,24.40128382
3047.0,12.30669942,9.27279334,27.87628388,24.53580049
3047.2,12.59277317,9.62142187,27.72859465,24.7337985
3047.4,12.83494863,9.82241899,27.70140786,24.947422
3047.6,12.96646589,9.78562513,27.74154587,25.11405556
3047.8,12.99248135,9.54673978,27.78522,25.17160383
3048.0,12.90110379,9.24327315,27.78087194,25.09515069
3048.2,12.62987258,8.98373077,27.72478633,24.92866422
3048.4,12.12968724,8.75845828,27.68152591,24.77549177
3048.6,11.46313307,8.49287558,27.74387123,24.73651845
3048.8,10.81891314,8.16513252,27.93223569,24.8354426
